County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,19-20 to 21-22 Enrollment % Change,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,19-20 to 21-22 Enrollment % Change Rank,19-20 to 21-22 Enrollment % Change Percentile,17-18 Enrollment,17-18 to 21-22 Enrollment % Change,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,17-18 to 21-22 Enrollment % Change Rank,17-18 to 21-22 Enrollment % Change Percentile,11-12 Enrollment,11-12 to 21-22 Enrollment % Change,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,11-12 to 21-22 Enrollment % Change Rank,11-12 to 21-22 Enrollment % Change Percentile
"Sheboygan County, WI",21-22,117,55,471,615.0,-23.414634146341463,-144.0,902.0,14.758751182592242,921.0,12.961210974456009,524.0,-10.114503816793896,-53.0,714.0,33.7360594795539,667.0,38.10408921933085,820.0,-42.5609756097561,-349.0,857.0,22.463768115942027,929.0,15.942028985507244
"Shelby County, AL",21-22,117,1,212,217.0,-2.304147465437789,-5.0,606.0,42.762535477767265,611.0,42.289498580889315,,,,,,,,412.0,-48.54368932038835,-200.0,782.0,29.257246376811597,978.0,11.503623188405797
"Shelby County, IA",21-22,165,19,93,104.0,-10.576923076923073,-11.0,655.0,38.12677388836329,773.0,26.96310312204352,102.0,-8.823529411764708,-9.0,543.0,49.628252788104085,641.0,40.520446096654275,158.0,-41.13924050632911,-65.0,611.0,44.7463768115942,911.0,17.57246376811594
"Shelby County, IN",21-22,145,18,127,121.0,4.958677685950419,6.0,494.0,53.358561967833495,456.0,56.95364238410596,127.0,0.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,144.0,-11.805555555555557,-17.0,429.0,61.23188405797102,507.0,54.166666666666664
"Shelby County, OH",21-22,149,39,377,353.0,6.798866855524088,24.0,365.0,65.56291390728477,419.0,60.45411542100284,216.0,74.53703703703705,161.0,142.0,86.89591078066915,70.0,93.58736059479554,448.0,-15.84821428571429,-71.0,628.0,43.20652173913043,586.0,47.01086956521739
"Shelby County, TN",21-22,157,47,2204,2663.0,-17.2361997746902,-459.0,989.0,6.5279091769157995,860.0,18.732261116367077,4634.0,-52.43849805783341,-2430.0,1060.0,1.5799256505576207,1030.0,4.368029739776952,4380.0,-49.68036529680365,-2176.0,1043.0,5.615942028985507,990.0,10.416666666666668
"Sherburne County, MN",21-22,141,27,174,153.0,13.725490196078427,21.0,384.0,63.76537369914853,314.0,70.38789025543993,159.0,9.433962264150942,15.0,355.0,67.1003717472119,325.0,69.88847583643123,205.0,-15.121951219512198,-31.0,491.0,55.61594202898551,571.0,48.369565217391305
"Sheridan County, WY",21-22,33,56,66,122.0,-45.90163934426229,-56.0,833.0,21.28666035950804,1024.0,3.216650898770104,124.0,-46.7741935483871,-58.0,727.0,32.52788104089219,1013.0,5.947955390334572,129.0,-48.837209302325576,-63.0,603.0,45.471014492753625,980.0,11.322463768115941
"Shiawassee County, MI",21-22,155,26,58,51.0,13.725490196078427,7.0,478.0,54.87228003784295,314.0,70.38789025543993,108.0,-46.29629629629629,-50.0,707.0,34.386617100371744,1011.0,6.133828996282528,132.0,-56.060606060606055,-74.0,632.0,42.844202898550726,1038.0,6.068840579710145
"Silver Bow County, MT",21-22,93,30,375,125.0,200.0,250.0,143.0,86.56575212866603,7.0,99.43235572374645,134.0,179.8507462686567,241.0,109.0,89.96282527881041,22.0,98.04832713754647,383.0,-2.088772845953002,-8.0,381.0,65.57971014492753,375.0,66.12318840579711
"Sioux County, IA",21-22,167,19,91,100.0,-8.999999999999996,-9.0,636.0,39.92431409649952,747.0,29.422894985808895,169.0,-46.15384615384615,-78.0,766.0,28.903345724907066,1010.0,6.226765799256506,175.0,-48.0,-84.0,658.0,40.48913043478261,975.0,11.77536231884058
"Sioux County, ND",21-22,85,38,34,36.0,-5.555555555555558,-2.0,581.0,45.127719962157045,677.0,36.04541154210029,36.0,-5.555555555555558,-2.0,489.0,54.646840148698885,576.0,46.56133828996282,73.0,-53.42465753424658,-39.0,532.0,51.902173913043484,1021.0,7.608695652173914
"Skagit County, WA",21-22,57,53,200,191.0,4.712041884816753,9.0,460.0,56.5752128666036,463.0,56.29139072847682,219.0,-8.675799086757996,-19.0,610.0,43.40148698884758,636.0,40.985130111524164,,,,,,,
"Smith County, TX",21-22,423,48,219,,,,,,,,210.0,4.285714285714293,9.0,391.0,63.7546468401487,394.0,63.47583643122676,713.0,-69.28471248246844,-494.0,908.0,17.844202898550723,1091.0,1.2681159420289856
"Snohomish County, WA",21-22,61,53,1548,1447.0,6.979958534899788,101.0,233.0,78.05108798486282,411.0,61.21097445600757,1528.0,1.308900523560208,20.0,330.0,69.42379182156134,438.0,59.38661710037175,1757.0,-11.89527603870233,-209.0,790.0,28.532608695652172,513.0,53.62318840579711
"Solano County, CA",21-22,95,6,1932,1968.0,-1.8292682926829285,-36.0,784.0,25.922421948912017,602.0,43.140964995269634,2019.0,-4.30906389301634,-87.0,784.0,27.230483271375466,555.0,48.51301115241636,2578.0,-25.05818463925523,-646.0,946.0,14.402173913043478,717.0,35.14492753623188
"Somerset County, NJ",21-22,35,34,1721,1872.0,-8.06623931623932,-151.0,910.0,14.00189214758751,725.0,31.5042573320719,1973.0,-12.772427774961992,-252.0,890.0,17.37918215613383,706.0,34.479553903345725,2808.0,-38.71082621082621,-1087.0,995.0,9.96376811594203,882.0,20.19927536231884
"Sonoma County, CA",21-22,97,6,2044,1911.0,6.959706959706957,133.0,203.0,80.88930936613056,412.0,61.116367076631974,2229.0,-8.299685957828618,-185.0,849.0,21.189591078066915,630.0,41.542750929368026,2564.0,-20.280811232449302,-520.0,916.0,17.119565217391305,647.0,41.48550724637681
"Spartanburg County, SC",21-22,83,45,40,67.0,-40.29850746268657,-27.0,741.0,29.990539262062445,1006.0,4.919583727530748,93.0,-56.98924731182795,-53.0,714.0,33.7360594795539,1043.0,3.1598513011152414,130.0,-69.23076923076923,-90.0,672.0,39.221014492753625,1089.0,1.4492753623188406
"Spencer County, IN",21-22,147,18,144,111.0,29.729729729729737,33.0,335.0,68.40113528855251,179.0,83.15988647114474,131.0,9.92366412213741,13.0,367.0,65.98513011152416,321.0,70.26022304832715,171.0,-15.789473684210531,-27.0,474.0,57.15579710144928,585.0,47.10144927536232
"Spokane County, WA",21-22,63,53,3692,2597.0,42.164035425490944,1095.0,31.0,97.16177861873227,130.0,87.79564806054873,3634.0,1.5960374243258135,58.0,233.0,78.43866171003717,430.0,60.13011152416357,3653.0,1.067615658362997,39.0,190.0,82.88043478260869,326.0,70.56159420289855
"Spotsylvania County, VA",21-22,177,51,249,248.0,0.40322580645162365,1.0,553.0,47.776726584673604,551.0,47.96594134342479,300.0,-17.000000000000004,-51.0,710.0,34.10780669144982,767.0,28.810408921933085,282.0,-11.702127659574469,-33.0,501.0,54.710144927536234,505.0,54.347826086956516
"St. Bernard Parish, LA",21-22,87,22,375,407.0,-7.862407862407861,-32.0,765.0,27.71996215704825,719.0,32.07190160832545,403.0,-6.94789081885856,-28.0,652.0,39.498141263940525,604.0,43.95910780669145,380.0,-1.3157894736842146,-5.0,370.0,66.57608695652173,366.0,66.93840579710145
"St. Charles County, MO",21-22,183,29,6352,5712.0,11.204481792717091,640.0,62.0,94.22894985808892,353.0,66.69820245979187,5457.0,16.4009529045263,895.0,24.0,97.86245353159852,257.0,76.2081784386617,6287.0,1.033879433752194,65.0,139.0,87.5,328.0,70.38043478260869
"St. Charles Parish, LA",21-22,89,22,420,443.0,-5.191873589164786,-23.0,723.0,31.693472090823082,674.0,36.329233680227055,434.0,-3.2258064516129004,-14.0,574.0,46.74721189591078,537.0,50.18587360594795,516.0,-18.6046511627907,-96.0,682.0,38.315217391304344,621.0,43.84057971014493
"St. Clair County, IL",21-22,163,17,2243,2439.0,-8.03608036080361,-196.0,930.0,12.109744560075686,724.0,31.598864711447494,1850.0,21.24324324324325,393.0,68.0,93.77323420074349,212.0,80.3903345724907,2654.0,-15.486058779201207,-411.0,882.0,20.19927536231884,577.0,47.82608695652174
"St. Clair County, MI",21-22,147,26,532,578.0,-7.958477508650519,-46.0,812.0,23.273415326395458,721.0,31.882686849574267,687.0,-22.56186317321689,-155.0,831.0,22.86245353159851,838.0,22.21189591078067,839.0,-36.5911799761621,-307.0,840.0,24.003623188405797,851.0,23.007246376811594
"St. Croix County, WI",21-22,109,55,528,538.0,-1.8587360594795488,-10.0,645.0,39.0728476821192,604.0,42.95175023651845,689.0,-23.367198838896954,-161.0,838.0,22.21189591078067,845.0,21.561338289962826,603.0,-12.43781094527363,-75.0,637.0,42.391304347826086,528.0,52.264492753623195
"St. Francois County, MO",21-22,187,29,149,140.0,6.428571428571428,9.0,460.0,56.5752128666036,428.0,59.60264900662252,152.0,-1.9736842105263164,-3.0,496.0,53.99628252788104,514.0,52.32342007434945,169.0,-11.834319526627224,-20.0,439.0,60.32608695652174,510.0,53.89492753623188
"St. James Parish, LA",21-22,93,22,314,312.0,0.6410256410256387,2.0,541.0,48.912015137180695,542.0,48.81740775780511,318.0,-1.2578616352201255,-4.0,502.0,53.438661710037174,494.0,54.182156133829,245.0,28.163265306122454,69.0,133.0,88.04347826086956,141.0,87.31884057971014
"St. John The Baptist Parish, LA",21-22,95,22,521,1072.0,-51.399253731343286,-551.0,1003.0,5.203405865657521,1032.0,2.459791863765374,1198.0,-56.51085141903172,-677.0,974.0,9.572490706319703,1042.0,3.2527881040892193,1484.0,-64.89218328840971,-963.0,984.0,10.960144927536232,1077.0,2.536231884057971
"St. Johns County, FL",21-22,109,12,1045,701.0,49.07275320970044,344.0,115.0,89.21475875118259,114.0,89.30936613055819,1201.0,-12.989175686927556,-156.0,833.0,22.676579925650557,709.0,34.20074349442379,1424.0,-26.61516853932584,-379.0,869.0,21.3768115942029,737.0,33.33333333333333
"St. Joseph County, IN",21-22,141,18,5313,5443.0,-2.388388756200621,-130.0,888.0,16.08325449385052,614.0,42.005676442762535,6213.0,-14.485755673587642,-900.0,998.0,7.342007434944238,727.0,32.52788104089219,5863.0,-9.380863039399623,-550.0,920.0,16.757246376811594,481.0,56.52173913043478
"St. Joseph County, MI",21-22,149,26,34,23.0,47.82608695652173,11.0,443.0,58.18353831598865,117.0,89.02554399243141,31.0,9.677419354838701,3.0,432.0,59.94423791821561,323.0,70.07434944237917,17.0,100.0,17.0,259.0,76.63043478260869,22.0,98.09782608695652
"St. Landry Parish, LA",21-22,97,22,1361,1305.0,4.291187739463598,56.0,285.0,73.13150425733207,468.0,55.81835383159886,989.0,37.61375126390294,372.0,71.0,93.49442379182156,133.0,87.73234200743495,2120.0,-35.801886792452834,-759.0,961.0,13.043478260869565,843.0,23.731884057971016
"St. Lawrence County, NY",21-22,89,36,255,248.0,2.822580645161299,7.0,478.0,54.87228003784295,497.0,53.074739829706715,516.0,-50.58139534883721,-261.0,896.0,16.82156133828996,1026.0,4.739776951672862,601.0,-57.57071547420964,-346.0,854.0,22.735507246376812,1044.0,5.52536231884058
"St. Louis City, MO",21-22,510,29,4157,3751.0,10.823780325246602,406.0,99.0,90.72847682119205,359.0,66.13055818353831,4497.0,-7.560595952857463,-340.0,919.0,14.684014869888475,615.0,42.93680297397769,6771.0,-38.605818933687786,-2614.0,1051.0,4.891304347826087,881.0,20.28985507246377
"St. Louis County, MN",21-22,137,27,827,576.0,43.576388888888886,251.0,142.0,86.66035950804162,126.0,88.1740775780511,495.0,67.07070707070709,332.0,78.0,92.84386617100373,78.0,92.84386617100373,872.0,-5.160550458715596,-45.0,553.0,50.0,410.0,62.95289855072463
"St. Louis County, MO",21-22,189,29,14862,14887.0,-0.16793175253576598,-25.0,734.0,30.65279091769158,573.0,45.88457899716178,17844.0,-16.711499663752527,-2982.0,1065.0,1.1152416356877324,762.0,29.275092936802977,22990.0,-35.354501957372776,-8128.0,1099.0,0.5434782608695652,839.0,24.094202898550723
"St. Martin Parish, LA",21-22,99,22,384,,,,,,,,504.0,-23.809523809523814,-120.0,815.0,24.349442379182157,855.0,20.63197026022305,729.0,-47.325102880658434,-345.0,853.0,22.82608695652174,964.0,12.771739130434783
"St. Mary Parish, LA",21-22,101,22,353,753.0,-53.12084993359893,-400.0,976.0,7.757805108798486,1037.0,1.9867549668874174,764.0,-53.79581151832461,-411.0,937.0,13.011152416356877,1032.0,4.182156133828997,959.0,-63.190823774765384,-606.0,929.0,15.942028985507244,1071.0,3.0797101449275366
"St. Mary'S County, MD",21-22,37,24,1464,915.0,60.00000000000001,549.0,74.0,93.09366130558183,91.0,91.48533585619678,1670.0,-12.335329341317369,-206.0,864.0,19.79553903345725,702.0,34.85130111524163,1422.0,2.9535864978903037,42.0,176.0,84.14855072463769,305.0,72.46376811594203
"St. Tammany Parish, LA",21-22,103,22,4041,2651.0,52.433044134288956,1390.0,18.0,98.39167455061495,107.0,89.97161778618732,5114.0,-20.981619084865077,-1073.0,1013.0,5.947955390334572,823.0,23.605947955390334,5378.0,-24.860542952770547,-1337.0,1010.0,8.605072463768115,710.0,35.778985507246375
"Stafford County, VA",21-22,179,51,655,637.0,2.8257456828885363,18.0,400.0,62.251655629139066,496.0,53.169347209082304,719.0,-8.901251738525728,-64.0,741.0,31.226765799256505,642.0,40.427509293680295,568.0,15.3169014084507,87.0,114.0,89.76449275362319,207.0,81.34057971014492
"Stanislaus County, CA",21-22,99,6,1171,746.0,56.97050938337802,425.0,95.0,91.10690633869442,97.0,90.91769157994324,1162.0,0.7745266781411297,9.0,391.0,63.7546468401487,453.0,57.99256505576208,1399.0,-16.297355253752677,-228.0,802.0,27.445652173913043,594.0,46.28623188405797
"Stark County, ND",21-22,89,38,1656,1040.0,59.23076923076922,616.0,63.0,94.13434247871334,92.0,91.3907284768212,1093.0,51.5096065873742,563.0,47.0,95.72490706319702,105.0,90.33457249070632,891.0,85.85858585858585,765.0,12.0,99.0036231884058,34.0,97.01086956521739
"Stark County, OH",21-22,151,39,2672,2590.0,3.1660231660231686,82.0,254.0,76.0643330179754,483.0,54.39924314096499,2575.0,3.766990291262129,97.0,183.0,83.08550185873605,397.0,63.19702602230484,2633.0,1.4812001519179718,39.0,190.0,82.88043478260869,319.0,71.19565217391305
"Ste. Genevieve County, MO",21-22,186,29,481,580.0,-17.068965517241374,-99.0,871.0,17.69157994323557,858.0,18.92147587511826,948.0,-49.26160337552743,-467.0,949.0,11.895910780669144,1018.0,5.4832713754646845,603.0,-20.232172470978437,-122.0,720.0,34.8731884057971,645.0,41.66666666666667
"Stearns County, MN",21-22,145,27,2765,2819.0,-1.9155728981908426,-54.0,828.0,21.759697256385998,606.0,42.762535477767265,2560.0,8.0078125,205.0,119.0,89.03345724907064,347.0,67.84386617100373,3176.0,-12.940806045340047,-411.0,882.0,20.19927536231884,539.0,51.26811594202898
"Steele County, MN",21-22,147,27,341,372.0,-8.333333333333337,-31.0,762.0,28.00378429517502,730.0,31.031220435193944,385.0,-11.428571428571432,-44.0,696.0,35.4089219330855,684.0,36.52416356877323,853.0,-60.02344665885111,-512.0,915.0,17.21014492753623,1055.0,4.528985507246377
"Steuben County, NY",21-22,101,36,161,141.0,14.184397163120565,20.0,388.0,63.386944181646165,309.0,70.86092715231787,116.0,38.793103448275865,45.0,256.0,76.30111524163569,130.0,88.01115241635688,199.0,-19.09547738693468,-38.0,526.0,52.44565217391305,627.0,43.29710144927536
"Stevens County, MN",21-22,149,27,100,98.0,2.0408163265306145,2.0,541.0,48.912015137180695,512.0,51.65562913907284,105.0,-4.761904761904767,-5.0,512.0,52.5092936802974,564.0,47.67657992565056,68.0,47.058823529411775,32.0,205.0,81.52173913043478,86.0,92.30072463768117
"Story County, IA",21-22,169,19,162,174.0,-6.896551724137934,-12.0,669.0,36.80227057710501,706.0,33.30179754020814,,,,,,,,293.0,-44.7098976109215,-131.0,726.0,34.32971014492754,943.0,14.673913043478262
"Strafford County, NH",21-22,17,33,687,707.0,-2.8288543140028266,-20.0,714.0,32.544938505203405,628.0,40.68117313150425,824.0,-16.626213592233007,-137.0,825.0,23.42007434944238,756.0,29.83271375464684,1148.0,-40.15679442508711,-461.0,900.0,18.568840579710145,902.0,18.387681159420293
"Stutsman County, ND",21-22,93,38,248,224.0,10.71428571428572,24.0,365.0,65.56291390728477,360.0,66.03595080416272,195.0,27.17948717948717,53.0,245.0,77.32342007434944,180.0,83.364312267658,249.0,-0.40160642570281624,-1.0,348.0,68.56884057971014,354.0,68.02536231884058
"Suffolk County, MA",21-22,25,25,6430,7274.0,-11.602969480340942,-844.0,1025.0,3.122043519394513,795.0,24.88174077578051,6642.0,-3.1918096958747366,-212.0,867.0,19.516728624535315,535.0,50.371747211895915,8062.0,-20.243115852145866,-1632.0,1026.0,7.155797101449275,646.0,41.57608695652174
"Suffolk County, NY",21-22,103,36,6644,7098.0,-6.396167934629471,-454.0,987.0,6.717123935666983,698.0,34.058656575212865,8365.0,-20.573819485953383,-1721.0,1043.0,3.1598513011152414,816.0,24.25650557620818,11359.0,-41.50893564574346,-4715.0,1088.0,1.5398550724637683,917.0,17.02898550724638
"Sullivan County, NH",21-22,19,33,224,235.0,-4.680851063829783,-11.0,655.0,38.12677388836329,663.0,37.36991485335856,280.0,-19.999999999999996,-56.0,722.0,32.99256505576208,802.0,25.55762081784387,114.0,96.49122807017542,110.0,102.0,90.85144927536231,25.0,97.82608695652173
"Sullivan County, TN",21-22,163,47,116,99.0,17.17171717171717,17.0,403.0,61.9678334910123,278.0,73.79375591296122,114.0,1.7543859649122862,2.0,445.0,58.7360594795539,428.0,60.31598513011153,102.0,13.725490196078427,14.0,271.0,75.54347826086956,214.0,80.70652173913044
"Summit County, OH",21-22,153,39,6337,5127.0,23.60054612834015,1210.0,25.0,97.7294228949858,217.0,79.56480605487228,6505.0,-2.582628747117599,-168.0,843.0,21.74721189591078,527.0,51.11524163568774,6969.0,-9.068732960252547,-632.0,942.0,14.764492753623188,476.0,56.97463768115942
"Sumner County, KS",21-22,191,20,95,105.0,-9.523809523809524,-10.0,645.0,39.0728476821192,757.0,28.47682119205298,96.0,-1.041666666666663,-1.0,477.0,55.762081784386616,489.0,54.646840148698885,125.0,-24.0,-30.0,488.0,55.88768115942029,692.0,37.40942028985507
"Sumner County, TN",21-22,165,47,860,652.0,31.90184049079754,208.0,156.0,85.33585619678334,166.0,84.38978240302744,676.0,27.21893491124261,184.0,126.0,88.38289962825279,179.0,83.45724907063197,696.0,23.563218390804597,164.0,73.0,93.47826086956522,161.0,85.5072463768116
"Sumter County, SC",21-22,85,45,53,85.0,-37.64705882352941,-32.0,765.0,27.71996215704825,997.0,5.7710501419110685,95.0,-44.21052631578948,-42.0,688.0,36.152416356877325,1005.0,6.691449814126393,166.0,-68.07228915662651,-113.0,707.0,36.05072463768116,1086.0,1.7210144927536233
"Sussex County, NJ",21-22,37,34,1319,1656.0,-20.35024154589372,-337.0,964.0,8.893093661305581,895.0,15.421002838221382,347.0,280.1152737752161,972.0,17.0,98.51301115241635,9.0,99.25650557620817,1941.0,-32.045337454920144,-622.0,935.0,15.39855072463768,810.0,26.721014492753625
