County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,19-20 to 21-22 Enrollment % Change,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,19-20 to 21-22 Enrollment % Change Rank,19-20 to 21-22 Enrollment % Change Percentile,17-18 Enrollment,17-18 to 21-22 Enrollment % Change,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,17-18 to 21-22 Enrollment % Change Rank,17-18 to 21-22 Enrollment % Change Percentile,11-12 Enrollment,11-12 to 21-22 Enrollment % Change,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,11-12 to 21-22 Enrollment % Change Rank,11-12 to 21-22 Enrollment % Change Percentile
"Lowndes County, GA",21-22,185,13,146,131.0,11.45038167938932,15.0,418.0,60.54872280037843,350.0,66.98202459791864,160.0,-8.750000000000002,-14.0,574.0,46.74721189591078,639.0,40.70631970260223,220.0,-33.63636363636363,-74.0,632.0,42.844202898550726,826.0,25.271739130434785
"Lowndes County, MS",21-22,87,28,236,232.0,1.724137931034475,4.0,519.0,50.993377483443716,520.0,50.89877010406811,222.0,6.3063063063063085,14.0,364.0,66.2639405204461,366.0,66.07806691449815,129.0,82.94573643410853,107.0,104.0,90.67028985507247,36.0,96.82971014492753
"Lubbock County, TX",21-22,303,48,274,247.0,10.93117408906883,27.0,354.0,66.60359508041628,356.0,66.41438032166509,472.0,-41.94915254237288,-198.0,861.0,20.074349442379184,987.0,8.364312267657994,54.0,407.40740740740745,220.0,57.0,94.92753623188406,2.0,99.90942028985508
"Lucas County, OH",21-22,95,39,6914,6393.0,8.149538557797587,521.0,78.0,92.71523178807946,391.0,63.1031220435194,7280.0,-5.027472527472532,-366.0,923.0,14.312267657992564,571.0,47.026022304832715,9202.0,-24.864159965224953,-2288.0,1046.0,5.344202898550725,711.0,35.688405797101446
"Luzerne County, PA",21-22,79,42,1418,1888.0,-24.894067796610166,-470.0,992.0,6.244087038789026,928.0,12.298959318826869,1829.0,-22.471295790049204,-411.0,937.0,13.011152416356877,836.0,22.397769516728623,1901.0,-25.40768016833246,-483.0,904.0,18.206521739130434,724.0,34.51086956521739
"Lycoming County, PA",21-22,81,42,238,117.0,103.4188034188034,121.0,209.0,80.32166508987702,39.0,96.40491958372753,239.0,-0.4184100418409997,-1.0,477.0,55.762081784386616,482.0,55.297397769516735,,,,,,,
"Lyon County, KS",21-22,111,20,51,90.0,-43.333333333333336,-39.0,795.0,24.88174077578051,1016.0,3.9735099337748347,71.0,-28.169014084507037,-20.0,619.0,42.56505576208178,888.0,17.565055762081787,96.0,-46.875,-45.0,553.0,50.0,956.0,13.496376811594201
"Lyon County, MN",21-22,83,27,362,361.0,0.27700831024930483,1.0,553.0,47.776726584673604,559.0,47.20908230842006,347.0,4.3227665706051965,15.0,355.0,67.1003717472119,391.0,63.7546468401487,419.0,-13.603818615751795,-57.0,583.0,47.28260869565217,551.0,50.18115942028986
"Macomb County, MI",21-22,99,26,2547,3125.0,-18.496000000000002,-578.0,1006.0,4.919583727530748,877.0,17.123935666982025,4214.0,-39.55861414333175,-1667.0,1040.0,3.4386617100371746,974.0,9.572490706319703,3287.0,-22.51292972315181,-740.0,959.0,13.22463768115942,672.0,39.221014492753625
"Macon County, IL",21-22,115,17,920,816.0,12.745098039215685,104.0,226.0,78.71333964049197,327.0,69.15799432355723,589.0,56.19694397283532,331.0,79.0,92.75092936802974,100.0,90.79925650557621,947.0,-2.8511087645195388,-27.0,474.0,57.15579710144928,384.0,65.30797101449275
"Macon County, MO",21-22,121,29,69,58.0,18.965517241379317,11.0,443.0,58.18353831598865,260.0,75.49668874172185,68.0,1.4705882352941124,1.0,454.0,57.899628252788105,433.0,59.85130111524164,72.0,-4.1666666666666625,-3.0,360.0,67.48188405797102,398.0,64.03985507246377
"Madera County, CA",21-22,39,6,291,257.0,13.229571984435795,34.0,332.0,68.68495742667929,320.0,69.82024597918638,248.0,17.338709677419352,43.0,259.0,76.02230483271374,252.0,76.6728624535316,334.0,-12.874251497005984,-43.0,544.0,50.815217391304344,537.0,51.449275362318836
"Madison County, AL",21-22,89,1,1311,1403.0,-6.5573770491803245,-92.0,870.0,17.786187322611163,701.0,33.77483443708609,1494.0,-12.248995983935739,-183.0,848.0,21.28252788104089,699.0,35.130111524163574,1445.0,-9.273356401384081,-134.0,729.0,34.05797101449276,479.0,56.70289855072463
"Madison County, IL",21-22,119,17,2366,2111.0,12.079583135954518,255.0,140.0,86.8495742667928,338.0,68.11731315042573,2569.0,-7.901907356948223,-203.0,862.0,19.981412639405207,621.0,42.37918215613383,2978.0,-20.550705171255878,-612.0,930.0,15.85144927536232,652.0,41.03260869565217
"Madison County, IN",21-22,95,18,262,286.0,-8.391608391608397,-24.0,728.0,31.22043519394513,732.0,30.842005676442763,364.0,-28.021978021978022,-102.0,798.0,25.929368029739774,886.0,17.750929368029738,373.0,-29.75871313672922,-111.0,705.0,36.231884057971016,783.0,29.166666666666668
"Madison County, KY",21-22,151,21,133,78.0,70.51282051282051,55.0,288.0,72.84768211920529,75.0,92.99905392620624,68.0,95.58823529411764,65.0,219.0,79.73977695167285,45.0,95.91078066914498,73.0,82.1917808219178,60.0,146.0,86.86594202898551,39.0,96.55797101449275
"Madison County, MS",21-22,89,28,621,625.0,-0.6399999999999961,-4.0,597.0,43.614001892147584,582.0,45.033112582781456,688.0,-9.738372093023251,-67.0,748.0,30.576208178438662,659.0,38.847583643122675,741.0,-16.194331983805665,-120.0,718.0,35.05434782608695,591.0,46.55797101449276
"Madison County, NE",21-22,119,31,543,886.0,-38.71331828442438,-343.0,968.0,8.514664143803216,1002.0,5.298013245033113,1036.0,-47.58687258687259,-493.0,953.0,11.524163568773234,1015.0,5.762081784386617,1147.0,-52.65911072362685,-604.0,928.0,16.032608695652172,1019.0,7.789855072463768
"Madison County, NY",21-22,53,36,100,86.0,16.279069767441868,14.0,429.0,59.508041627246925,287.0,72.94228949858089,108.0,-7.4074074074074066,-8.0,534.0,50.46468401486989,613.0,43.12267657992565,146.0,-31.506849315068497,-46.0,561.0,49.275362318840585,801.0,27.536231884057973
"Madison County, OH",21-22,97,39,116,168.0,-30.952380952380953,-52.0,824.0,22.138126773888363,962.0,9.082308420056764,184.0,-36.95652173913043,-68.0,751.0,30.297397769516728,956.0,11.245353159851302,197.0,-41.11675126903553,-81.0,654.0,40.85144927536232,910.0,17.66304347826087
"Mahnomen County, MN",21-22,87,27,46,47.0,-2.127659574468088,-1.0,570.0,46.16840113528855,608.0,42.57332071901608,44.0,4.545454545454541,2.0,445.0,58.7360594795539,389.0,63.94052044609665,69.0,-33.333333333333336,-23.0,455.0,58.87681159420289,822.0,25.63405797101449
"Mahoning County, OH",21-22,99,39,1990,2123.0,-6.2647197362223235,-133.0,890.0,15.894039735099339,695.0,34.342478713339645,2513.0,-20.81177875049741,-523.0,960.0,10.87360594795539,821.0,23.79182156133829,2882.0,-30.950728660652327,-892.0,975.0,11.77536231884058,795.0,28.07971014492754
"Malheur County, OR",21-22,45,41,48,66.0,-27.27272727272727,-18.0,703.0,33.58561967833491,944.0,10.785241248817409,65.0,-26.15384615384615,-17.0,594.0,44.888475836431226,871.0,19.144981412639407,,,,,,,
"Manassas City, VA",21-22,683,51,457,487.0,-6.160164271047231,-30.0,759.0,28.2876064333018,689.0,34.91012298959319,884.0,-48.303167420814475,-427.0,942.0,12.546468401486987,1016.0,5.669144981412639,916.0,-50.109170305676855,-459.0,899.0,18.65942028985507,996.0,9.873188405797102
"Manitowoc County, WI",21-22,71,55,863,858.0,0.5827505827505908,5.0,505.0,52.317880794701985,545.0,48.533585619678334,868.0,-0.5760368663594417,-5.0,512.0,52.5092936802974,483.0,55.20446096654275,1223.0,-29.435813573180702,-360.0,862.0,22.01086956521739,778.0,29.6195652173913
"Marathon County, WI",21-22,73,55,1101,880.0,25.11363636363637,221.0,150.0,85.9035004730369,205.0,80.70009460737938,602.0,82.890365448505,499.0,55.0,94.9814126394052,60.0,94.51672862453532,1511.0,-27.134348113831898,-410.0,881.0,20.28985507246377,748.0,32.33695652173913
"Maricopa County, AZ",21-22,13,4,14056,11234.0,25.120170909738306,2822.0,5.0,99.62157048249763,204.0,80.79470198675497,12340.0,13.90599675850892,1716.0,5.0,99.62825278810409,280.0,74.07063197026022,12912.0,8.859975216852533,1144.0,3.0,99.81884057971014,258.0,76.72101449275362
"Maries County, MO",21-22,125,29,43,48.0,-10.416666666666663,-5.0,606.0,42.762535477767265,771.0,27.1523178807947,47.0,-8.510638297872342,-4.0,502.0,53.438661710037174,632.0,41.35687732342008,45.0,-4.444444444444439,-2.0,354.0,68.02536231884058,401.0,63.76811594202898
"Marin County, CA",21-22,41,6,1533,1786.0,-14.165733482642773,-253.0,940.0,11.163670766319774,834.0,21.192052980132452,2664.0,-42.45495495495496,-1131.0,1021.0,5.204460966542751,993.0,7.806691449814126,2891.0,-46.973365617433416,-1358.0,1012.0,8.423913043478262,959.0,13.22463768115942
"Marinette County, WI",21-22,75,55,169,208.0,-18.75,-39.0,795.0,24.88174077578051,880.0,16.840113528855248,192.0,-11.979166666666663,-23.0,632.0,41.35687732342008,693.0,35.687732342007436,197.0,-14.213197969543145,-28.0,478.0,56.79347826086957,566.0,48.822463768115945
"Marion County, FL",21-22,83,12,1083,1077.0,0.557103064066844,6.0,494.0,53.358561967833495,546.0,48.438978240302745,1153.0,-6.071118820468346,-70.0,755.0,29.92565055762082,586.0,45.63197026022305,1207.0,-10.273405136702573,-124.0,721.0,34.78260869565217,492.0,55.52536231884058
"Marion County, IL",21-22,121,17,91,81.0,12.34567901234569,10.0,452.0,57.33207190160833,334.0,68.4957426679281,73.0,24.657534246575352,18.0,341.0,68.40148698884758,189.0,82.5278810408922,156.0,-41.666666666666664,-65.0,611.0,44.7463768115942,920.0,16.757246376811594
"Marion County, IN",21-22,97,18,10681,11555.0,-7.563825183903072,-874.0,1026.0,3.0274361400189216,715.0,32.450331125827816,13440.0,-20.52827380952381,-2759.0,1061.0,1.486988847583643,814.0,24.442379182156134,13509.0,-20.934192020134724,-2828.0,1060.0,4.076086956521739,656.0,40.67028985507246
"Marion County, KY",21-22,155,21,173,190.0,-8.947368421052627,-17.0,696.0,34.24787133396405,745.0,29.61210974456008,160.0,8.125000000000004,13.0,367.0,65.98513011152416,345.0,68.02973977695167,148.0,16.891891891891888,25.0,224.0,79.80072463768117,196.0,82.33695652173914
"Marion County, MO",21-22,127,29,159,,,,,,,,173.0,-8.092485549132943,-14.0,574.0,46.74721189591078,627.0,41.82156133828997,180.0,-11.66666666666667,-21.0,448.0,59.5108695652174,504.0,54.43840579710145
"Marion County, OH",21-22,101,39,110,101.0,8.910891089108919,9.0,460.0,56.5752128666036,381.0,64.0491958372753,105.0,4.761904761904767,5.0,421.0,60.966542750929364,386.0,64.21933085501858,224.0,-50.89285714285714,-114.0,709.0,35.869565217391305,1002.0,9.329710144927535
"Marion County, OR",21-22,47,41,1471,1103.0,33.36355394378967,368.0,107.0,89.97161778618732,164.0,84.57899716177863,1074.0,36.96461824953445,397.0,67.0,93.86617100371747,138.0,87.26765799256505,1525.0,-3.5409836065573796,-54.0,581.0,47.46376811594203,387.0,65.03623188405797
"Marion County, WV",21-22,49,54,138,142.0,-2.8169014084507005,-4.0,597.0,43.614001892147584,627.0,40.77578051087985,141.0,-2.127659574468088,-3.0,496.0,53.99628252788104,520.0,51.765799256505574,201.0,-31.343283582089555,-63.0,603.0,45.471014492753625,798.0,27.807971014492754
"Marquette County, MI",21-22,103,26,143,,,,,,,,132.0,8.333333333333325,11.0,376.0,65.14869888475836,342.0,68.3085501858736,434.0,-67.05069124423963,-291.0,828.0,25.09057971014493,1084.0,1.9021739130434785
"Marshall County, IN",21-22,99,18,158,177.0,-10.73446327683616,-19.0,711.0,32.82876064333018,777.0,26.584673604541152,176.0,-10.22727272727273,-18.0,603.0,44.05204460966542,673.0,37.54646840148699,171.0,-7.602339181286554,-13.0,409.0,63.04347826086957,447.0,59.60144927536232
"Marshall County, KS",21-22,117,20,143,,,,,,,,,,,,,,,174.0,-17.816091954022983,-31.0,491.0,55.61594202898551,608.0,45.018115942028984
"Marshall County, MS",21-22,93,28,137,166.0,-17.469879518072283,-29.0,753.0,28.855250709555346,863.0,18.448438978240304,168.0,-18.452380952380953,-31.0,660.0,38.7546468401487,787.0,26.95167286245353,199.0,-31.155778894472363,-62.0,598.0,45.92391304347826,797.0,27.898550724637683
"Marshall County, WV",21-22,51,54,214,192.0,11.458333333333325,22.0,378.0,64.33301797540209,349.0,67.07663197729423,190.0,12.631578947368416,24.0,311.0,71.18959107806691,293.0,72.86245353159852,363.0,-41.04683195592287,-149.0,746.0,32.518115942028984,909.0,17.753623188405797
"Martin County, FL",21-22,85,12,406,142.0,185.9154929577465,264.0,138.0,87.03878902554399,17.0,98.48628192999054,144.0,181.94444444444446,262.0,103.0,90.52044609665427,20.0,98.23420074349443,438.0,-7.30593607305936,-32.0,496.0,55.16304347826087,438.0,60.416666666666664
"Martin County, MN",21-22,91,27,88,118.0,-25.423728813559322,-30.0,759.0,28.2876064333018,932.0,11.920529801324504,108.0,-18.518518518518523,-20.0,619.0,42.56505576208178,788.0,26.858736059479554,129.0,-31.782945736434108,-41.0,535.0,51.63043478260869,806.0,27.083333333333332
"Mason County, KY",21-22,161,21,215,202.0,6.435643564356441,13.0,435.0,58.94039735099338,427.0,59.69725638599811,199.0,8.040201005025116,16.0,351.0,67.4721189591078,346.0,67.93680297397769,,,,,,,
"Mason County, MI",21-22,105,26,67,95.0,-29.47368421052632,-28.0,747.0,29.422894985808895,957.0,9.555345316934721,119.0,-43.69747899159664,-52.0,712.0,33.92193308550186,1003.0,6.877323420074349,141.0,-52.4822695035461,-74.0,632.0,42.844202898550726,1016.0,8.06159420289855
"Matagorda County, TX",21-22,321,48,66,50.0,32.00000000000001,16.0,412.0,61.116367076631974,165.0,84.48438978240303,,,,,,,,113.0,-41.5929203539823,-47.0,563.0,49.094202898550726,919.0,16.847826086956523
"Maui County, HI",21-22,9,15,861,820.0,5.000000000000004,41.0,309.0,70.86092715231787,455.0,57.04824976348155,479.0,79.74947807933195,382.0,69.0,93.68029739776952,64.0,94.14498141263941,597.0,44.22110552763818,264.0,49.0,95.65217391304348,93.0,91.66666666666666
"Maverick County, TX",21-22,323,48,250,198.0,26.262626262626256,52.0,291.0,72.56385998107852,199.0,81.26773888363292,208.0,20.192307692307686,42.0,260.0,75.92936802973978,232.0,78.53159851301115,291.0,-14.089347079037806,-41.0,535.0,51.63043478260869,564.0,49.0036231884058
"Mccracken County, KY",21-22,145,21,656,516.0,27.13178294573644,140.0,197.0,81.45695364238411,195.0,81.64616840113528,348.0,88.50574712643677,308.0,87.0,92.00743494423791,55.0,94.9814126394052,822.0,-20.19464720194647,-166.0,759.0,31.34057971014493,643.0,41.84782608695652
"Mchenry County, IL",21-22,111,17,1443,1830.0,-21.14754098360656,-387.0,974.0,7.9470198675496695,902.0,14.758751182592242,2148.0,-32.821229050279335,-705.0,976.0,9.386617100371748,925.0,14.12639405204461,2975.0,-51.49579831932773,-1532.0,1022.0,7.518115942028985,1009.0,8.695652173913043
"Mckinley County, NM",21-22,31,35,304,212.0,43.39622641509433,92.0,243.0,77.1050141911069,127.0,88.0794701986755,91.0,234.06593406593407,213.0,115.0,89.40520446096654,11.0,99.07063197026022,602.0,-49.501661129568106,-298.0,835.0,24.456521739130434,988.0,10.597826086956522
"Mclean County, IL",21-22,113,17,1251,981.0,27.522935779816503,270.0,133.0,87.51182592242195,193.0,81.83538315988646,1790.0,-30.111731843575416,-539.0,962.0,10.687732342007434,906.0,15.892193308550187,1253.0,-0.15961691939345712,-2.0,354.0,68.02536231884058,351.0,68.29710144927536
"Mclennan County, TX",21-22,309,48,854,503.0,69.78131212723657,351.0,109.0,89.78240302743615,76.0,92.90444654683066,537.0,59.0316573556797,317.0,84.0,92.28624535315984,95.0,91.2639405204461,680.0,25.588235294117645,174.0,68.0,93.93115942028986,151.0,86.41304347826086
"Mcleod County, MN",21-22,85,27,209,106.0,97.1698113207547,103.0,229.0,78.42951750236519,43.0,96.02649006622516,249.0,-16.06425702811245,-40.0,682.0,36.71003717472119,746.0,30.76208178438662,416.0,-49.75961538461539,-207.0,788.0,28.713768115942027,992.0,10.23550724637681
"Mcpherson County, KS",21-22,113,20,108,,,,,,,,115.0,-6.086956521739129,-7.0,525.0,51.301115241635685,587.0,45.539033457249076,93.0,16.129032258064523,15.0,269.0,75.72463768115942,200.0,81.97463768115942
"Mecklenburg County, NC",21-22,119,37,3728,2925.0,27.452991452991448,803.0,43.0,96.02649006622516,194.0,81.74077578051087,3670.0,1.5803814713896358,58.0,233.0,78.43866171003717,431.0,60.03717472118959,4906.0,-24.011414594374237,-1178.0,999.0,9.601449275362318,694.0,37.22826086956522
"Mecosta County, MI",21-22,107,26,255,85.0,200.0,170.0,176.0,83.44370860927152,7.0,99.43235572374645,,,,,,,,172.0,48.25581395348837,83.0,116.0,89.58333333333334,84.0,92.48188405797102
"Medina County, OH",21-22,103,39,1501,1342.0,11.847988077496275,159.0,185.0,82.5922421948912,342.0,67.73888363292336,271.0,453.8745387453875,1230.0,11.0,99.07063197026022,6.0,99.53531598513011,1330.0,12.857142857142856,171.0,70.0,93.75,216.0,80.52536231884058
"Medina County, TX",21-22,325,48,114,165.0,-30.909090909090907,-51.0,822.0,22.327341532639547,961.0,9.176915799432356,135.0,-15.555555555555555,-21.0,626.0,41.91449814126394,740.0,31.319702602230482,132.0,-13.636363636363635,-18.0,433.0,60.86956521739131,552.0,50.09057971014492
"Meeker County, MN",21-22,93,27,57,57.0,0.0,0.0,560.0,47.11447492904446,560.0,47.11447492904446,68.0,-16.176470588235293,-11.0,550.0,48.97769516728624,748.0,30.576208178438662,87.0,-34.48275862068966,-30.0,488.0,55.88768115942029,831.0,24.818840579710145
"Mendocino County, CA",21-22,45,6,166,160.0,3.750000000000009,6.0,494.0,53.358561967833495,473.0,55.34531693472091,188.0,-11.702127659574469,-22.0,630.0,41.542750929368026,689.0,36.059479553903344,229.0,-27.510917030567683,-63.0,603.0,45.471014492753625,752.0,31.974637681159418
"Menominee County, MI",21-22,109,26,110,127.0,-13.38582677165354,-17.0,696.0,34.24787133396405,822.0,22.327341532639547,109.0,0.917431192660545,1.0,454.0,57.899628252788105,448.0,58.45724907063197,101.0,8.910891089108919,9.0,294.0,73.46014492753623,255.0,76.9927536231884
"Merced County, CA",21-22,47,6,326,276.0,18.1159420289855,50.0,296.0,72.09082308420058,266.0,74.92904446546831,404.0,-19.3069306930693,-78.0,766.0,28.903345724907066,798.0,25.929368029739774,835.0,-60.95808383233533,-509.0,913.0,17.391304347826086,1060.0,4.076086956521739
"Mercer County, NJ",21-22,21,34,1857,3189.0,-41.76857949200377,-1332.0,1046.0,1.1352885525070955,1011.0,4.446546830652791,2753.0,-32.546313112967674,-896.0,997.0,7.434944237918216,921.0,14.49814126394052,4588.0,-59.52484742807324,-2731.0,1055.0,4.528985507246377,1053.0,4.710144927536232
"Mercer County, OH",21-22,107,39,169,171.0,-1.1695906432748537,-2.0,581.0,45.127719962157045,592.0,44.08703878902555,165.0,2.4242424242424176,4.0,422.0,60.87360594795539,414.0,61.61710037174721,153.0,10.457516339869288,16.0,265.0,76.08695652173914,239.0,78.44202898550725
"Mercer County, PA",21-22,85,42,249,242.0,2.892561983471076,7.0,478.0,54.87228003784295,492.0,53.54777672658467,97.0,156.70103092783506,152.0,149.0,86.2453531598513,26.0,97.67657992565056,682.0,-63.489736070381234,-433.0,888.0,19.655797101449277,1072.0,2.989130434782609
"Merrimack County, NH",21-22,13,33,169,304.0,-44.4078947368421,-135.0,891.0,15.799432355723747,1023.0,3.3112582781456954,856.0,-80.2570093457944,-687.0,975.0,9.479553903345725,1074.0,0.2788104089219331,591.0,-71.40439932318105,-422.0,884.0,20.018115942028984,1093.0,1.0869565217391304
"Mesa County, CO",21-22,77,8,481,464.0,3.663793103448265,17.0,403.0,61.9678334910123,476.0,55.06149479659413,463.0,3.88768898488121,18.0,341.0,68.40148698884758,395.0,63.38289962825279,387.0,24.289405684754527,94.0,113.0,89.85507246376811,154.0,86.1413043478261
"Miami County, KS",21-22,121,20,279,106.0,163.20754716981133,173.0,174.0,83.6329233680227,20.0,98.20245979186376,100.0,179.0,179.0,127.0,88.2899628252788,23.0,97.95539033457248,370.0,-24.5945945945946,-91.0,677.0,38.768115942028984,707.0,36.05072463768116
"Miami County, OH",21-22,109,39,307,431.0,-28.770301624129935,-124.0,880.0,16.840113528855248,954.0,9.839167455061496,312.0,-1.602564102564108,-5.0,512.0,52.5092936802974,499.0,53.71747211895911,383.0,-19.843342036553523,-76.0,640.0,42.119565217391305,636.0,42.481884057971016
"Miami-Dade County, FL",21-22,86,12,20063,20851.0,-3.779195242434419,-788.0,1017.0,3.878902554399243,644.0,39.1674550614948,20106.0,-0.21386650751019642,-43.0,691.0,35.87360594795539,479.0,55.576208178438655,20566.0,-2.4457843041913785,-503.0,909.0,17.753623188405797,377.0,65.94202898550725
"Middlesex County, CT",21-22,7,9,1319,1357.0,-2.800294767870304,-38.0,793.0,25.07095553453169,626.0,40.87038789025544,833.0,58.34333733493398,486.0,56.0,94.88847583643123,97.0,91.07806691449815,2016.0,-34.573412698412696,-697.0,954.0,13.677536231884059,832.0,24.728260869565215
"Middlesex County, MA",21-22,17,25,7812,6042.0,29.294935451837144,1770.0,12.0,98.9593188268685,182.0,82.87606433301798,7620.0,2.5196850393700787,192.0,124.0,88.56877323420075,412.0,61.80297397769516,12277.0,-36.36881974423719,-4465.0,1086.0,1.7210144927536233,850.0,23.097826086956523
