County & State,School Year,County Code,State ANSI Code,Enrollment
"Maries County, MO",15-16,125,29,44
"Maries County, MO",17-18,125,29,47
"Maries County, MO",19-20,125,29,48
"Maries County, MO",21-22,125,29,43
"Marin County, CA",11-12,41,6,2891
"Marin County, CA",13-14,41,6,2620
"Marin County, CA",15-16,41,6,2137
"Marin County, CA",17-18,41,6,2664
"Marin County, CA",19-20,41,6,1786
"Marin County, CA",21-22,41,6,1533
"Marinette County, WI",11-12,75,55,197
"Marinette County, WI",13-14,75,55,227
"Marinette County, WI",15-16,75,55,226
"Marinette County, WI",17-18,75,55,192
"Marinette County, WI",19-20,75,55,208
"Marinette County, WI",21-22,75,55,169
"Marion County, FL",11-12,83,12,1207
"Marion County, FL",13-14,83,12,1246
"Marion County, FL",15-16,83,12,1179
"Marion County, FL",17-18,83,12,1153
"Marion County, FL",19-20,83,12,1077
"Marion County, FL",21-22,83,12,1083
"Marion County, IL",11-12,121,17,156
"Marion County, IL",13-14,121,17,151
"Marion County, IL",15-16,121,17,139
"Marion County, IL",17-18,121,17,73
"Marion County, IL",19-20,121,17,81
"Marion County, IL",21-22,121,17,91
"Marion County, IN",11-12,97,18,13509
"Marion County, IN",13-14,97,18,12474
"Marion County, IN",15-16,97,18,10490
"Marion County, IN",17-18,97,18,13440
"Marion County, IN",19-20,97,18,11555
"Marion County, IN",21-22,97,18,10681
"Marion County, KY",11-12,155,21,148
"Marion County, KY",13-14,155,21,228
"Marion County, KY",17-18,155,21,160
"Marion County, KY",19-20,155,21,190
"Marion County, KY",21-22,155,21,173
"Marion County, MO",11-12,127,29,180
"Marion County, MO",15-16,127,29,173
"Marion County, MO",17-18,127,29,173
"Marion County, MO",21-22,127,29,159
"Marion County, OH",11-12,101,39,224
"Marion County, OH",13-14,101,39,119
"Marion County, OH",17-18,101,39,105
"Marion County, OH",19-20,101,39,101
"Marion County, OH",21-22,101,39,110
"Marion County, OR",11-12,47,41,1525
"Marion County, OR",13-14,47,41,1549
"Marion County, OR",15-16,47,41,1480
"Marion County, OR",17-18,47,41,1074
"Marion County, OR",19-20,47,41,1103
"Marion County, OR",21-22,47,41,1471
"Marion County, WV",11-12,49,54,201
"Marion County, WV",13-14,49,54,202
"Marion County, WV",15-16,49,54,178
"Marion County, WV",17-18,49,54,141
"Marion County, WV",19-20,49,54,142
"Marion County, WV",21-22,49,54,138
"Marquette County, MI",11-12,103,26,434
"Marquette County, MI",13-14,103,26,262
"Marquette County, MI",15-16,103,26,363
"Marquette County, MI",17-18,103,26,132
"Marquette County, MI",21-22,103,26,143
"Marshall County, IA",11-12,127,19,216
"Marshall County, IA",13-14,127,19,219
"Marshall County, IA",15-16,127,19,222
"Marshall County, IA",17-18,127,19,212
"Marshall County, IA",19-20,127,19,210
"Marshall County, IN",11-12,99,18,171
"Marshall County, IN",15-16,99,18,166
"Marshall County, IN",17-18,99,18,176
"Marshall County, IN",19-20,99,18,177
"Marshall County, IN",21-22,99,18,158
"Marshall County, KS",11-12,117,20,174
"Marshall County, KS",13-14,117,20,165
"Marshall County, KS",15-16,117,20,115
"Marshall County, KS",21-22,117,20,143
"Marshall County, MS",11-12,93,28,199
"Marshall County, MS",13-14,93,28,204
"Marshall County, MS",15-16,93,28,178
"Marshall County, MS",17-18,93,28,168
"Marshall County, MS",19-20,93,28,166
"Marshall County, MS",21-22,93,28,137
"Marshall County, WV",11-12,51,54,363
"Marshall County, WV",13-14,51,54,443
"Marshall County, WV",15-16,51,54,404
"Marshall County, WV",17-18,51,54,190
"Marshall County, WV",19-20,51,54,192
"Marshall County, WV",21-22,51,54,214
"Martin County, FL",11-12,85,12,438
"Martin County, FL",13-14,85,12,287
"Martin County, FL",15-16,85,12,378
"Martin County, FL",17-18,85,12,144
"Martin County, FL",19-20,85,12,142
"Martin County, FL",21-22,85,12,406
"Martin County, MN",11-12,91,27,129
"Martin County, MN",13-14,91,27,119
"Martin County, MN",17-18,91,27,108
"Martin County, MN",19-20,91,27,118
"Martin County, MN",21-22,91,27,88
"Mason County, KY",15-16,161,21,204
"Mason County, KY",17-18,161,21,199
"Mason County, KY",19-20,161,21,202
"Mason County, KY",21-22,161,21,215
"Mason County, MI",11-12,105,26,141
"Mason County, MI",13-14,105,26,144
"Mason County, MI",15-16,105,26,133
"Mason County, MI",17-18,105,26,119
"Mason County, MI",19-20,105,26,95
"Mason County, MI",21-22,105,26,67
"Matagorda County, TX",11-12,321,48,113
"Matagorda County, TX",13-14,321,48,131
"Matagorda County, TX",19-20,321,48,50
"Matagorda County, TX",21-22,321,48,66
"Matanuska-Susitna Borough, AK",11-12,170,2,57
"Matanuska-Susitna Borough, AK",15-16,170,2,56
"Matanuska-Susitna Borough, AK",17-18,170,2,70
"Maui County, HI",11-12,9,15,597
"Maui County, HI",13-14,9,15,480
"Maui County, HI",15-16,9,15,488
"Maui County, HI",17-18,9,15,479
"Maui County, HI",19-20,9,15,820
"Maui County, HI",21-22,9,15,861
"Maverick County, TX",11-12,323,48,291
"Maverick County, TX",13-14,323,48,315
"Maverick County, TX",15-16,323,48,273
"Maverick County, TX",17-18,323,48,208
"Maverick County, TX",19-20,323,48,198
"Maverick County, TX",21-22,323,48,250
"Mccook County, SD",11-12,87,46,58
"Mccook County, SD",13-14,87,46,55
"Mccook County, SD",19-20,87,46,36
"Mccracken County, KY",11-12,145,21,822
"Mccracken County, KY",13-14,145,21,604
"Mccracken County, KY",15-16,145,21,550
"Mccracken County, KY",17-18,145,21,348
"Mccracken County, KY",19-20,145,21,516
"Mccracken County, KY",21-22,145,21,656
"Mcdonough County, IL",11-12,109,17,182
"Mcdonough County, IL",13-14,109,17,179
"Mcdonough County, IL",15-16,109,17,162
"Mcdonough County, IL",17-18,109,17,150
"Mcdonough County, IL",19-20,109,17,132
"Mchenry County, IL",11-12,111,17,2975
"Mchenry County, IL",13-14,111,17,2662
"Mchenry County, IL",15-16,111,17,2465
"Mchenry County, IL",17-18,111,17,2148
"Mchenry County, IL",19-20,111,17,1830
"Mchenry County, IL",21-22,111,17,1443
"Mckean County, PA",11-12,83,42,169
"Mckean County, PA",17-18,83,42,90
"Mckinley County, NM",11-12,31,35,602
"Mckinley County, NM",13-14,31,35,524
"Mckinley County, NM",15-16,31,35,389
"Mckinley County, NM",17-18,31,35,91
"Mckinley County, NM",19-20,31,35,212
"Mckinley County, NM",21-22,31,35,304
"Mclean County, IL",11-12,113,17,1253
"Mclean County, IL",13-14,113,17,841
"Mclean County, IL",15-16,113,17,1737
"Mclean County, IL",17-18,113,17,1790
"Mclean County, IL",19-20,113,17,981
"Mclean County, IL",21-22,113,17,1251
"Mclennan County, TX",11-12,309,48,680
"Mclennan County, TX",13-14,309,48,649
"Mclennan County, TX",15-16,309,48,644
"Mclennan County, TX",17-18,309,48,537
"Mclennan County, TX",19-20,309,48,503
"Mclennan County, TX",21-22,309,48,854
"Mcleod County, MN",11-12,85,27,416
"Mcleod County, MN",13-14,85,27,361
"Mcleod County, MN",15-16,85,27,221
"Mcleod County, MN",17-18,85,27,249
"Mcleod County, MN",19-20,85,27,106
"Mcleod County, MN",21-22,85,27,209
"Mcpherson County, KS",11-12,113,20,93
"Mcpherson County, KS",13-14,113,20,123
"Mcpherson County, KS",15-16,113,20,114
"Mcpherson County, KS",17-18,113,20,115
"Mcpherson County, KS",21-22,113,20,108
"Mecklenburg County, NC",11-12,119,37,4906
"Mecklenburg County, NC",13-14,119,37,3381
"Mecklenburg County, NC",15-16,119,37,3439
"Mecklenburg County, NC",17-18,119,37,3670
"Mecklenburg County, NC",19-20,119,37,2925
"Mecklenburg County, NC",21-22,119,37,3728
"Mecosta County, MI",11-12,107,26,172
"Mecosta County, MI",13-14,107,26,137
"Mecosta County, MI",15-16,107,26,225
"Mecosta County, MI",19-20,107,26,85
"Mecosta County, MI",21-22,107,26,255
"Medina County, OH",11-12,103,39,1330
"Medina County, OH",13-14,103,39,831
"Medina County, OH",15-16,103,39,1220
"Medina County, OH",17-18,103,39,271
"Medina County, OH",19-20,103,39,1342
"Medina County, OH",21-22,103,39,1501
"Medina County, TX",11-12,325,48,132
"Medina County, TX",13-14,325,48,147
"Medina County, TX",15-16,325,48,110
"Medina County, TX",17-18,325,48,135
"Medina County, TX",19-20,325,48,165
"Medina County, TX",21-22,325,48,114
"Meeker County, MN",11-12,93,27,87
"Meeker County, MN",13-14,93,27,61
"Meeker County, MN",15-16,93,27,63
"Meeker County, MN",17-18,93,27,68
"Meeker County, MN",19-20,93,27,57
"Meeker County, MN",21-22,93,27,57
"Mendocino County, CA",11-12,45,6,229
"Mendocino County, CA",13-14,45,6,197
"Mendocino County, CA",15-16,45,6,201
"Mendocino County, CA",17-18,45,6,188
"Mendocino County, CA",19-20,45,6,160
"Mendocino County, CA",21-22,45,6,166
"Menominee County, MI",11-12,109,26,101
"Menominee County, MI",13-14,109,26,133
"Menominee County, MI",15-16,109,26,139
"Menominee County, MI",17-18,109,26,109
"Menominee County, MI",19-20,109,26,127
"Menominee County, MI",21-22,109,26,110
"Merced County, CA",11-12,47,6,835
"Merced County, CA",13-14,47,6,812
"Merced County, CA",15-16,47,6,626
"Merced County, CA",17-18,47,6,404
"Merced County, CA",19-20,47,6,276
"Merced County, CA",21-22,47,6,326
"Mercer County, NJ",11-12,21,34,4588
"Mercer County, NJ",13-14,21,34,4732
"Mercer County, NJ",15-16,21,34,3228
"Mercer County, NJ",17-18,21,34,2753
"Mercer County, NJ",19-20,21,34,3189
"Mercer County, NJ",21-22,21,34,1857
"Mercer County, OH",11-12,107,39,153
"Mercer County, OH",13-14,107,39,155
"Mercer County, OH",15-16,107,39,163
"Mercer County, OH",17-18,107,39,165
"Mercer County, OH",19-20,107,39,171
"Mercer County, OH",21-22,107,39,169
"Mercer County, PA",11-12,85,42,682
"Mercer County, PA",13-14,85,42,369
"Mercer County, PA",15-16,85,42,166
"Mercer County, PA",17-18,85,42,97
"Mercer County, PA",19-20,85,42,242
"Mercer County, PA",21-22,85,42,249
"Merrimack County, NH",11-12,13,33,591
"Merrimack County, NH",13-14,13,33,563
"Merrimack County, NH",15-16,13,33,568
"Merrimack County, NH",17-18,13,33,856
"Merrimack County, NH",19-20,13,33,304
"Merrimack County, NH",21-22,13,33,169
"Mesa County, CO",11-12,77,8,387
"Mesa County, CO",13-14,77,8,408
"Mesa County, CO",15-16,77,8,432
"Mesa County, CO",17-18,77,8,463
"Mesa County, CO",19-20,77,8,464
"Mesa County, CO",21-22,77,8,481
"Miami County, KS",11-12,121,20,370
"Miami County, KS",13-14,121,20,304
"Miami County, KS",15-16,121,20,254
"Miami County, KS",17-18,121,20,100
"Miami County, KS",19-20,121,20,106
"Miami County, KS",21-22,121,20,279
"Miami County, OH",11-12,109,39,383
"Miami County, OH",13-14,109,39,345
"Miami County, OH",15-16,109,39,290
"Miami County, OH",17-18,109,39,312
"Miami County, OH",19-20,109,39,431
"Miami County, OH",21-22,109,39,307
"Miami-Dade County, FL",11-12,86,12,20566
"Miami-Dade County, FL",13-14,86,12,18992
"Miami-Dade County, FL",15-16,86,12,17154
"Miami-Dade County, FL",17-18,86,12,20106
"Miami-Dade County, FL",19-20,86,12,20851
"Miami-Dade County, FL",21-22,86,12,20063
"Middlesex County, CT",11-12,7,9,2016
"Middlesex County, CT",13-14,7,9,1642
"Middlesex County, CT",15-16,7,9,1694
"Middlesex County, CT",17-18,7,9,833
"Middlesex County, CT",19-20,7,9,1357
"Middlesex County, CT",21-22,7,9,1319
"Middlesex County, MA",11-12,17,25,12277
"Middlesex County, MA",13-14,17,25,11509
"Middlesex County, MA",15-16,17,25,9221
"Middlesex County, MA",17-18,17,25,7620
"Middlesex County, MA",19-20,17,25,6042
"Middlesex County, MA",21-22,17,25,7812
"Middlesex County, NJ",11-12,23,34,5601
"Middlesex County, NJ",13-14,23,34,5339
"Middlesex County, NJ",15-16,23,34,4755
"Middlesex County, NJ",17-18,23,34,4576
"Middlesex County, NJ",19-20,23,34,3046
"Middlesex County, NJ",21-22,23,34,2967
"Midland County, MI",11-12,111,26,355
"Midland County, MI",13-14,111,26,333
"Midland County, MI",15-16,111,26,276
"Midland County, MI",17-18,111,26,194
"Midland County, MI",19-20,111,26,213
"Midland County, MI",21-22,111,26,135
"Midland County, TX",11-12,329,48,342
"Midland County, TX",13-14,329,48,388
"Midland County, TX",15-16,329,48,444
"Midland County, TX",17-18,329,48,445
"Midland County, TX",19-20,329,48,485
"Midland County, TX",21-22,329,48,472
"Mifflin County, PA",11-12,87,42,88
"Mifflin County, PA",13-14,87,42,86
"Mifflin County, PA",17-18,87,42,65
"Mifflin County, PA",19-20,87,42,62
"Mifflin County, PA",21-22,87,42,77
"Miller County, MO",11-12,131,29,83
"Miller County, MO",13-14,131,29,82
"Miller County, MO",15-16,131,29,79
"Miller County, MO",17-18,131,29,71
"Miller County, MO",19-20,131,29,59
"Miller County, MO",21-22,131,29,46
"Milwaukee County, WI",11-12,79,55,16951
"Milwaukee County, WI",13-14,79,55,17455
"Milwaukee County, WI",15-16,79,55,16860
"Milwaukee County, WI",17-18,79,55,15537
"Milwaukee County, WI",19-20,79,55,16524
"Milwaukee County, WI",21-22,79,55,16047
"Minidoka County, ID",11-12,67,16,105
"Minidoka County, ID",13-14,67,16,87
"Minidoka County, ID",15-16,67,16,112
"Minidoka County, ID",17-18,67,16,152
"Minidoka County, ID",19-20,67,16,162
"Minidoka County, ID",21-22,67,16,170
"Minnehaha County, SD",11-12,99,46,2862
"Minnehaha County, SD",13-14,99,46,1160
"Minnehaha County, SD",15-16,99,46,811
"Minnehaha County, SD",17-18,99,46,1525
"Minnehaha County, SD",19-20,99,46,1388
"Minnehaha County, SD",21-22,99,46,3459
"Mississippi County, MO",11-12,133,29,100
"Mississippi County, MO",13-14,133,29,98
"Mississippi County, MO",15-16,133,29,71
"Mississippi County, MO",17-18,133,29,65
"Mississippi County, MO",21-22,133,29,46
"Missoula County, MT",11-12,63,30,299
"Missoula County, MT",13-14,63,30,485
"Missoula County, MT",15-16,63,30,470
"Missoula County, MT",17-18,63,30,440
"Missoula County, MT",19-20,63,30,779
"Missoula County, MT",21-22,63,30,492
"Mitchell County, IA",11-12,131,19,67
"Mitchell County, KS",11-12,123,20,255
"Mitchell County, KS",13-14,123,20,250
"Mitchell County, KS",15-16,123,20,380
"Mitchell County, KS",17-18,123,20,340
"Mitchell County, KS",19-20,123,20,223
"Mitchell County, KS",21-22,123,20,398
"Mobile County, AL",11-12,97,1,4063
"Mobile County, AL",13-14,97,1,3951
"Mobile County, AL",15-16,97,1,3414
"Mobile County, AL",17-18,97,1,3527
"Mobile County, AL",19-20,97,1,2626
"Mobile County, AL",21-22,97,1,2589
"Mohave County, AZ",17-18,15,4,40
"Mohave County, AZ",19-20,15,4,64
"Mohave County, AZ",21-22,15,4,90
"Moniteau County, MO",11-12,135,29,123
"Moniteau County, MO",13-14,135,29,116
"Moniteau County, MO",15-16,135,29,111
"Moniteau County, MO",17-18,135,29,111
"Moniteau County, MO",19-20,135,29,87
"Moniteau County, MO",21-22,135,29,97
"Monmouth County, NJ",11-12,25,34,8834
"Monmouth County, NJ",13-14,25,34,8039
"Monmouth County, NJ",15-16,25,34,7580
"Monmouth County, NJ",17-18,25,34,6592
"Monmouth County, NJ",19-20,25,34,5279
"Monmouth County, NJ",21-22,25,34,4438
"Monongalia County, WV",11-12,61,54,400
"Monongalia County, WV",13-14,61,54,355
"Monongalia County, WV",15-16,61,54,396
"Monongalia County, WV",17-18,61,54,429
"Monongalia County, WV",19-20,61,54,394
"Monongalia County, WV",21-22,61,54,429
"Monroe County, FL",11-12,87,12,176
"Monroe County, FL",15-16,87,12,295
"Monroe County, FL",17-18,87,12,277
"Monroe County, FL",19-20,87,12,313
"Monroe County, FL",21-22,87,12,355
"Monroe County, IL",11-12,133,17,851
"Monroe County, IL",13-14,133,17,839
"Monroe County, IL",15-16,133,17,878
"Monroe County, IL",17-18,133,17,827
"Monroe County, IL",19-20,133,17,579
"Monroe County, IL",21-22,133,17,554
"Monroe County, IN",11-12,105,18,433
"Monroe County, IN",13-14,105,18,465
"Monroe County, IN",15-16,105,18,427
"Monroe County, IN",17-18,105,18,427
"Monroe County, IN",21-22,105,18,346
"Monroe County, MI",11-12,115,26,1600
"Monroe County, MI",13-14,115,26,1482
"Monroe County, MI",15-16,115,26,1583
"Monroe County, MI",17-18,115,26,1421
"Monroe County, MI",19-20,115,26,805
"Monroe County, MI",21-22,115,26,1089
"Monroe County, MO",11-12,137,29,197
"Monroe County, MO",13-14,137,29,171
"Monroe County, MO",15-16,137,29,178
"Monroe County, MO",17-18,137,29,171
"Monroe County, MO",19-20,137,29,177
"Monroe County, MO",21-22,137,29,166
"Monroe County, NY",11-12,55,36,6107
"Monroe County, NY",13-14,55,36,5423
"Monroe County, NY",15-16,55,36,4849
"Monroe County, NY",17-18,55,36,4666
"Monroe County, NY",19-20,55,36,4365
"Monroe County, NY",21-22,55,36,4651
"Monroe County, OH",11-12,111,39,126
"Monroe County, OH",13-14,111,39,126
"Monroe County, OH",15-16,111,39,136
"Monroe County, OH",19-20,111,39,113
"Monroe County, OH",21-22,111,39,198
"Monroe County, PA",11-12,89,42,480
"Monroe County, PA",13-14,89,42,511
"Monroe County, PA",15-16,89,42,819
"Monroe County, PA",17-18,89,42,745
"Monroe County, PA",19-20,89,42,555
"Monroe County, PA",21-22,89,42,419
"Monroe County, WI",11-12,81,55,357
"Monroe County, WI",13-14,81,55,172
"Monroe County, WI",15-16,81,55,355
"Monroe County, WI",17-18,81,55,333
"Monroe County, WI",19-20,81,55,290
"Monroe County, WI",21-22,81,55,152
"Montcalm County, MI",11-12,117,26,164
"Montcalm County, MI",13-14,117,26,129
"Montcalm County, MI",15-16,117,26,138
"Montcalm County, MI",17-18,117,26,123
"Montcalm County, MI",19-20,117,26,103
"Montcalm County, MI",21-22,117,26,105
"Monterey County, CA",11-12,53,6,1857
"Monterey County, CA",13-14,53,6,2021
"Monterey County, CA",15-16,53,6,1303
"Monterey County, CA",17-18,53,6,2162
"Monterey County, CA",19-20,53,6,1197
"Monterey County, CA",21-22,53,6,1781
"Montgomery County, AL",11-12,101,1,1020
"Montgomery County, AL",13-14,101,1,948
"Montgomery County, AL",15-16,101,1,893
"Montgomery County, AL",17-18,101,1,868
"Montgomery County, AL",19-20,101,1,823
"Montgomery County, AL",21-22,101,1,1170
"Montgomery County, IL",11-12,135,17,84
"Montgomery County, IL",13-14,135,17,86
"Montgomery County, IL",15-16,135,17,88
"Montgomery County, IL",17-18,135,17,82
"Montgomery County, IL",19-20,135,17,74
"Montgomery County, IL",21-22,135,17,74
"Montgomery County, KS",11-12,125,20,228
"Montgomery County, KS",13-14,125,20,149
"Montgomery County, KS",15-16,125,20,137
"Montgomery County, KS",17-18,125,20,105
"Montgomery County, KS",19-20,125,20,100
"Montgomery County, KS",21-22,125,20,89
"Montgomery County, MD",11-12,31,24,11507
"Montgomery County, MD",13-14,31,24,10324
"Montgomery County, MD",15-16,31,24,10804
"Montgomery County, MD",17-18,31,24,10071
"Montgomery County, MD",19-20,31,24,11041
"Montgomery County, MD",21-22,31,24,10208
"Montgomery County, MO",11-12,139,29,53
"Montgomery County, MO",13-14,139,29,58
"Montgomery County, MO",15-16,139,29,101
"Montgomery County, MO",17-18,139,29,64
"Montgomery County, MO",21-22,139,29,63
"Montgomery County, NY",15-16,57,36,217
"Montgomery County, NY",17-18,57,36,319
"Montgomery County, OH",11-12,113,39,6878
"Montgomery County, OH",13-14,113,39,5885
"Montgomery County, OH",15-16,113,39,6366
"Montgomery County, OH",17-18,113,39,6709
"Montgomery County, OH",19-20,113,39,5466
"Montgomery County, OH",21-22,113,39,5488
"Montgomery County, PA",11-12,91,42,13695
"Montgomery County, PA",13-14,91,42,9933
"Montgomery County, PA",15-16,91,42,10732
"Montgomery County, PA",17-18,91,42,10219
"Montgomery County, PA",19-20,91,42,10119
"Montgomery County, PA",21-22,91,42,10092
"Montgomery County, TN",11-12,125,47,134
"Montgomery County, TN",13-14,125,47,143
"Montgomery County, TN",15-16,125,47,126
"Montgomery County, TN",17-18,125,47,144
"Montgomery County, TN",19-20,125,47,131
"Montgomery County, TN",21-22,125,47,138
"Montgomery County, TX",11-12,339,48,809
"Montgomery County, TX",13-14,339,48,296
"Montgomery County, TX",15-16,339,48,768
"Montgomery County, TX",17-18,339,48,756
"Montgomery County, TX",19-20,339,48,729
"Montgomery County, TX",21-22,339,48,241
"Montgomery County, VA",11-12,121,51,115
"Montgomery County, VA",13-14,121,51,115
"Montgomery County, VA",15-16,121,51,118
"Montgomery County, VA",17-18,121,51,101
"Montgomery County, VA",19-20,121,51,126
"Montgomery County, VA",21-22,121,51,191
"Montour County, PA",11-12,93,42,193
"Montour County, PA",13-14,93,42,216
"Montour County, PA",15-16,93,42,91
"Montour County, PA",17-18,93,42,147
"Montour County, PA",19-20,93,42,134
"Montour County, PA",21-22,93,42,240
"Montrose County, CO",11-12,85,8,28
"Montrose County, CO",17-18,85,8,136
"Montrose County, CO",19-20,85,8,92
"Montrose County, CO",21-22,85,8,81
"Moore County, NC",11-12,125,37,183
"Moore County, NC",13-14,125,37,135
"Moore County, NC",15-16,125,37,181
"Moore County, NC",17-18,125,37,212
"Moore County, NC",21-22,125,37,250
"Morgan County, AL",11-12,103,1,105
