School Year,State,Diocese,County & State,State ANSI Code,County Code,Enrollment
11-12,LA,"Baton Rouge, LA","Tangipahoa Parish, LA",22,105,1745
11-12,LA,"Baton Rouge, LA","West Baton Rouge Parish, LA",22,121,389
11-12,LA,"Houma-Thibodaux, LA","Lafourche Parish, LA",22,57,2657
11-12,LA,"Houma-Thibodaux, LA","St. Mary Parish, LA",22,101,519
11-12,LA,"Houma-Thibodaux, LA","Terrebonne Parish, LA",22,109,2458
11-12,LA,"Lafayette, LA","Acadia Parish, LA",22,1,1975
11-12,LA,"Lafayette, LA","Evangeline Parish, LA",22,39,528
11-12,LA,"Lafayette, LA","Iberia Parish, LA",22,45,1195
11-12,LA,"Lafayette, LA","Lafayette Parish, LA",22,55,5932
11-12,LA,"Lafayette, LA","St. Landry Parish, LA",22,97,2120
11-12,LA,"Lafayette, LA","St. Martin Parish, LA",22,99,729
11-12,LA,"Lafayette, LA","St. Mary Parish, LA",22,101,440
11-12,LA,"Lafayette, LA","Vermilion Parish, LA",22,113,845
11-12,LA,"Lake Charles, LA","Calcasieu Parish, LA",22,19,1961
11-12,LA,"Lake Charles, LA","Jefferson Davis Parish, LA",22,53,243
11-12,LA,"New Orleans, LA","Jefferson Parish, LA",22,51,13196
11-12,LA,"New Orleans, LA","Orleans Parish, LA",22,71,12594
11-12,LA,"New Orleans, LA","Plaquemines Parish, LA",22,75,248
11-12,LA,"New Orleans, LA","St. Bernard Parish, LA",22,87,380
11-12,LA,"New Orleans, LA","St. Charles Parish, LA",22,89,516
11-12,LA,"New Orleans, LA","St. John The Baptist Parish, LA",22,95,1484
11-12,LA,"New Orleans, LA","St. Tammany Parish, LA",22,103,5378
11-12,LA,"New Orleans, LA","Washington Parish, LA",22,117,151
11-12,LA,"Shreveport, LA","Caddo Parish, LA",22,17,1211
11-12,LA,"Shreveport, LA","Ouachita Parish, LA",22,73,770
11-12,MA,"Boston, MA","Essex County, MA",25,9,9536
11-12,MA,"Boston, MA","Middlesex County, MA",25,17,12277
11-12,MA,"Boston, MA","Norfolk County, MA",25,21,7436
11-12,MA,"Boston, MA","Plymouth County, MA",25,23,3597
11-12,MA,"Boston, MA","Suffolk County, MA",25,25,8062
11-12,MA,"Fall River, MA","Barnstable County, MA",25,1,939
11-12,MA,"Fall River, MA","Bristol County, MA",25,5,5631
11-12,MA,"Fall River, MA","Plymouth County, MA",25,23,12
11-12,MA,"Springfield, MA","Berkshire County, MA",25,3,697
11-12,MA,"Springfield, MA","Hampden County, MA",25,13,3390
11-12,MA,"Springfield, MA","Hampshire County, MA",25,15,125
11-12,MA,"Worcester, MA","Worcester County, MA",25,27,7732
11-12,MD,"Baltimore, MD","Allegany County, MD",24,1,419
11-12,MD,"Baltimore, MD","Anne Arundel County, MD",24,3,5269
11-12,MD,"Baltimore, MD","Baltimore City, MD",24,510,5824
11-12,MD,"Baltimore, MD","Baltimore County, MD",24,5,10849
11-12,MD,"Baltimore, MD","Carroll County, MD",24,13,364
11-12,MD,"Baltimore, MD","Frederick County, MD",24,21,1370
11-12,MD,"Baltimore, MD","Harford County, MD",24,25,1600
11-12,MD,"Baltimore, MD","Howard County, MD",24,27,1434
11-12,MD,"Baltimore, MD","Washington County, MD",24,43,414
11-12,MD,"Washington, DC","Calvert County, MD",24,9,358
11-12,MD,"Washington, DC","Charles County, MD",24,17,834
11-12,MD,"Washington, DC","Montgomery County, MD",24,31,11507
11-12,MD,"Washington, DC","Prince George'S County, MD",24,33,6093
11-12,MD,"Washington, DC","St. Mary'S County, MD",24,37,1422
11-12,MD,"Wilmington, DE","Caroline County, MD",24,11,78
11-12,MD,"Wilmington, DE","Cecil County, MD",24,15,607
11-12,MD,"Wilmington, DE","Talbot County, MD",24,41,620
11-12,MD,"Wilmington, DE","Wicomico County, MD",24,45,205
11-12,ME,"Portland, ME","Androscoggin County, ME",23,1,563
11-12,ME,"Portland, ME","Cumberland County, ME",23,5,1410
11-12,ME,"Portland, ME","Kennebec County, ME",23,11,522
11-12,ME,"Portland, ME","Oxford County, ME",23,17,49
11-12,ME,"Portland, ME","Penobscot County, ME",23,19,247
11-12,ME,"Portland, ME","York County, ME",23,31,369
11-12,MI,"Detroit, MI","Lapeer County, MI",26,87,218
11-12,MI,"Detroit, MI","Macomb County, MI",26,99,3287
11-12,MI,"Detroit, MI","Monroe County, MI",26,115,1600
11-12,MI,"Detroit, MI","Oakland County, MI",26,125,10978
11-12,MI,"Detroit, MI","St. Clair County, MI",26,147,839
11-12,MI,"Detroit, MI","Washtenaw County, MI",26,161,193
11-12,MI,"Detroit, MI","Wayne County, MI",26,163,11505
11-12,MI,"Gaylord, MI","Alpena County, MI",26,7,105
11-12,MI,"Gaylord, MI","Charlevoix County, MI",26,29,85
11-12,MI,"Gaylord, MI","Cheboygan County, MI",26,31,145
11-12,MI,"Gaylord, MI","Emmet County, MI",26,47,257
11-12,MI,"Gaylord, MI","Grand Traverse County, MI",26,55,612
11-12,MI,"Gaylord, MI","Iosco County, MI",26,69,82
11-12,MI,"Gaylord, MI","Leelanau County, MI",26,89,214
11-12,MI,"Gaylord, MI","Manistee County, MI",26,101,233
11-12,MI,"Gaylord, MI","Ogemaw County, MI",26,129,164
11-12,MI,"Gaylord, MI","Otsego County, MI",26,137,319
11-12,MI,"Gaylord, MI","Presque Isle County, MI",26,141,74
11-12,MI,"Gaylord, MI","Roscommon County, MI",26,143,81
11-12,MI,"Gaylord, MI","Wexford County, MI",26,165,150
11-12,MI,"Grand Rapids, MI","Ionia County, MI",26,67,652
11-12,MI,"Grand Rapids, MI","Kent County, MI",26,81,4565
11-12,MI,"Grand Rapids, MI","Mason County, MI",26,105,141
11-12,MI,"Grand Rapids, MI","Mecosta County, MI",26,107,172
11-12,MI,"Grand Rapids, MI","Montcalm County, MI",26,117,164
11-12,MI,"Grand Rapids, MI","Muskegon County, MI",26,121,549
11-12,MI,"Grand Rapids, MI","Ottawa County, MI",26,139,459
11-12,MI,"Kalamazoo, MI","Allegan County, MI",26,5,324
11-12,MI,"Kalamazoo, MI","Barry County, MI",26,15,94
11-12,MI,"Kalamazoo, MI","Berrien County, MI",26,21,773
11-12,MI,"Kalamazoo, MI","Branch County, MI",26,23,155
11-12,MI,"Kalamazoo, MI","Calhoun County, MI",26,25,1050
11-12,MI,"Kalamazoo, MI","Kalamazoo County, MI",26,77,1050
11-12,MI,"Kalamazoo, MI","St. Joseph County, MI",26,149,17
11-12,MI,"Kalamazoo, MI","Van Buren County, MI",26,159,196
11-12,MI,"Lansing, MI","Baraga County, MI",26,13,32
11-12,MI,"Lansing, MI","Clinton County, MI",26,37,570
11-12,MI,"Lansing, MI","Eaton County, MI",26,45,798
11-12,MI,"Lansing, MI","Genesee County, MI",26,49,2402
11-12,MI,"Lansing, MI","Ingham County, MI",26,65,1108
11-12,MI,"Lansing, MI","Jackson County, MI",26,75,1382
11-12,MI,"Lansing, MI","Lenawee County, MI",26,91,168
11-12,MI,"Lansing, MI","Livingston County, MI",26,93,980
11-12,MI,"Lansing, MI","Shiawassee County, MI",26,155,132
11-12,MI,"Lansing, MI","Washtenaw County, MI",26,161,1384
11-12,MI,"Marquette, MI","Chippewa County, MI",26,33,123
11-12,MI,"Marquette, MI","Delta County, MI",26,41,285
11-12,MI,"Marquette, MI","Dickinson County, MI",26,43,74
11-12,MI,"Marquette, MI","Gogebic County, MI",26,53,37
11-12,MI,"Marquette, MI","Marquette County, MI",26,103,434
11-12,MI,"Marquette, MI","Menominee County, MI",26,109,101
11-12,MI,"Marquette, MI","Schoolcraft County, MI",26,153,223
11-12,MI,"Marquette, MI","Washtenaw County, MI",26,161,158
11-12,MI,"Saginaw, MI","Bay County, MI",26,17,883
11-12,MI,"Saginaw, MI","Clare County, MI",26,35,54
11-12,MI,"Saginaw, MI","Gratiot County, MI",26,57,116
11-12,MI,"Saginaw, MI","Huron County, MI",26,63,136
11-12,MI,"Saginaw, MI","Isabella County, MI",26,73,571
11-12,MI,"Saginaw, MI","Midland County, MI",26,111,355
11-12,MI,"Saginaw, MI","Saginaw County, MI",26,145,1221
11-12,MN,"Crookston, MN","Becker County, MN",27,5,107
11-12,MN,"Crookston, MN","Beltrami County, MN",27,7,365
11-12,MN,"Crookston, MN","Clay County, MN",27,27,247
11-12,MN,"Crookston, MN","Mahnomen County, MN",27,87,69
11-12,MN,"Crookston, MN","Pennington County, MN",27,113,114
11-12,MN,"Crookston, MN","Polk County, MN",27,119,413
11-12,MN,"Duluth, MN","Carlton County, MN",27,17,101
11-12,MN,"Duluth, MN","Crow Wing County, MN",27,35,233
11-12,MN,"Duluth, MN","Itasca County, MN",27,61,201
11-12,MN,"Duluth, MN","Pine County, MN",27,115,63
11-12,MN,"Duluth, MN","St. Louis County, MN",27,137,872
11-12,MN,"New Ulm, MN","Brown County, MN",27,15,921
11-12,MN,"New Ulm, MN","Lyon County, MN",27,83,419
11-12,MN,"New Ulm, MN","Mcleod County, MN",27,85,416
11-12,MN,"New Ulm, MN","Meeker County, MN",27,93,87
11-12,MN,"New Ulm, MN","Nicollet County, MN",27,103,88
11-12,MN,"New Ulm, MN","Redwood County, MN",27,127,138
11-12,MN,"New Ulm, MN","Renville County, MN",27,129,123
11-12,MN,"New Ulm, MN","Yellow Medicine County, MN",27,173,44
11-12,MN,"St. Cloud, MN","Benton County, MN",27,9,736
11-12,MN,"St. Cloud, MN","Douglas County, MN",27,41,263
11-12,MN,"St. Cloud, MN","Isanti County, MN",27,59,26
11-12,MN,"St. Cloud, MN","Morrison County, MN",27,97,494
11-12,MN,"St. Cloud, MN","Otter Tail County, MN",27,111,204
11-12,MN,"St. Cloud, MN","Sherburne County, MN",27,141,205
11-12,MN,"St. Cloud, MN","Stearns County, MN",27,145,3176
11-12,MN,"St. Cloud, MN","Stevens County, MN",27,149,68
11-12,MN,"St. Cloud, MN","Todd County, MN",27,153,237
11-12,MN,"St. Cloud, MN","Wilkin County, MN",27,167,145
11-12,MN,"St. Paul-Minneapolis, MN","Anoka County, MN",27,3,1930
11-12,MN,"St. Paul-Minneapolis, MN","Carver County, MN",27,19,1744
11-12,MN,"St. Paul-Minneapolis, MN","Dakota County, MN",27,37,3775
11-12,MN,"St. Paul-Minneapolis, MN","Hennepin County, MN",27,53,8667
11-12,MN,"St. Paul-Minneapolis, MN","Le Sueur County, MN",27,79,169
11-12,MN,"St. Paul-Minneapolis, MN","Ramsey County, MN",27,123,8179
11-12,MN,"St. Paul-Minneapolis, MN","Rice County, MN",27,131,945
11-12,MN,"St. Paul-Minneapolis, MN","Scott County, MN",27,139,2489
11-12,MN,"St. Paul-Minneapolis, MN","Sibley County, MN",27,143,34
11-12,MN,"St. Paul-Minneapolis, MN","Washington County, MN",27,163,1787
11-12,MN,"St. Paul-Minneapolis, MN","Wright County, MN",27,171,861
11-12,MN,"Winona, MN","Blue Earth County, MN",27,13,860
11-12,MN,"Winona, MN","Faribault County, MN",27,43,72
11-12,MN,"Winona, MN","Freeborn County, MN",27,47,85
11-12,MN,"Winona, MN","Houston County, MN",27,55,335
11-12,MN,"Winona, MN","Martin County, MN",27,91,129
11-12,MN,"Winona, MN","Mower County, MN",27,99,402
11-12,MN,"Winona, MN","Olmsted County, MN",27,109,1323
11-12,MN,"Winona, MN","Steele County, MN",27,147,853
11-12,MN,"Winona, MN","Wabasha County, MN",27,157,110
11-12,MN,"Winona, MN","Waseca County, MN",27,161,138
11-12,MN,"Winona, MN","Watonwan County, MN",27,165,54
11-12,MN,"Winona, MN","Winona County, MN",27,169,704
11-12,MO,"Jefferson City, MO","Adair County, MO",29,1,67
11-12,MO,"Jefferson City, MO","Audrain County, MO",29,7,218
11-12,MO,"Jefferson City, MO","Boone County, MO",29,19,588
11-12,MO,"Jefferson City, MO","Callaway County, MO",29,27,84
11-12,MO,"Jefferson City, MO","Chariton County, MO",29,41,122
11-12,MO,"Jefferson City, MO","Cole County, MO",29,51,2914
11-12,MO,"Jefferson City, MO","Cooper County, MO",29,53,275
11-12,MO,"Jefferson City, MO","Crawford County, MO",29,55,51
11-12,MO,"Jefferson City, MO","Gasconade County, MO",29,73,156
11-12,MO,"Jefferson City, MO","Linn County, MO",29,115,68
11-12,MO,"Jefferson City, MO","Macon County, MO",29,121,72
11-12,MO,"Jefferson City, MO","Maries County, MO",29,125,45
11-12,MO,"Jefferson City, MO","Marion County, MO",29,127,180
11-12,MO,"Jefferson City, MO","Miller County, MO",29,131,83
11-12,MO,"Jefferson City, MO","Moniteau County, MO",29,135,123
11-12,MO,"Jefferson City, MO","Monroe County, MO",29,137,197
11-12,MO,"Jefferson City, MO","Montgomery County, MO",29,139,53
11-12,MO,"Jefferson City, MO","Osage County, MO",29,151,736
11-12,MO,"Jefferson City, MO","Pettis County, MO",29,159,417
11-12,MO,"Jefferson City, MO","Phelps County, MO",29,161,173
11-12,MO,"Jefferson City, MO","Pike County, MO",29,163,70
11-12,MO,"Jefferson City, MO","Randolph County, MO",29,175,210
11-12,MO,"Jefferson City, MO","Saline County, MO",29,195,215
11-12,MO,"Kansas City-St. Joseph, MO","Buchanan County, MO",29,21,988
11-12,MO,"Kansas City-St. Joseph, MO","Clay County, MO",29,47,1362
11-12,MO,"Kansas City-St. Joseph, MO","Henry County, MO",29,83,172
11-12,MO,"Kansas City-St. Joseph, MO","Jackson County, MO",29,95,7254
11-12,MO,"Kansas City-St. Joseph, MO","Livingston County, MO",29,117,63
11-12,MO,"Kansas City-St. Joseph, MO","Nodaway County, MO",29,147,145
11-12,MO,"Kansas City-St. Joseph, MO","Platte County, MO",29,165,795
11-12,MO,"Kansas City-St. Joseph, MO","Vernon County, MO",29,217,41
11-12,MO,"Springfield-Cape Girardeau, MO","Barry County, MO",29,9,95
11-12,MO,"Springfield-Cape Girardeau, MO","Butler County, MO",29,23,135
11-12,MO,"Springfield-Cape Girardeau, MO","Cape Girardeau County, MO",29,31,1507
11-12,MO,"Springfield-Cape Girardeau, MO","Dunklin County, MO",29,69,65
11-12,MO,"Springfield-Cape Girardeau, MO","Greene County, MO",29,77,1347
11-12,MO,"Springfield-Cape Girardeau, MO","Jasper County, MO",29,97,453
11-12,MO,"Springfield-Cape Girardeau, MO","Lawrence County, MO",29,109,81
11-12,MO,"Springfield-Cape Girardeau, MO","Mississippi County, MO",29,133,100
11-12,MO,"Springfield-Cape Girardeau, MO","New Madrid County, MO",29,143,133
11-12,MO,"Springfield-Cape Girardeau, MO","Scott County, MO",29,201,633
11-12,MO,"St. Louis, MO","Franklin County, MO",29,71,1927
11-12,MO,"St. Louis, MO","Jefferson County, MO",29,99,1241
11-12,MO,"St. Louis, MO","Lincoln County, MO",29,113,520
11-12,MO,"St. Louis, MO","Perry County, MO",29,157,613
11-12,MO,"St. Louis, MO","St. Charles County, MO",29,183,6287
11-12,MO,"St. Louis, MO","St. Francois County, MO",29,187,169
11-12,MO,"St. Louis, MO","St. Louis City, MO",29,510,6771
11-12,MO,"St. Louis, MO","St. Louis County, MO",29,189,22990
11-12,MO,"St. Louis, MO","Ste. Genevieve County, MO",29,186,603
11-12,MO,"St. Louis, MO","Warren County, MO",29,219,284
11-12,MO,"St. Louis, MO","Washington County, MO",29,221,71
11-12,MS,"Biloxi, MS","Forrest County, MS",28,35,685
11-12,MS,"Biloxi, MS","Hancock County, MS",28,45,906
11-12,MS,"Biloxi, MS","Harrison County, MS",28,47,1742
11-12,MS,"Biloxi, MS","Jackson County, MS",28,59,723
11-12,MS,"Jackson, MS","Adams County, MS",28,1,745
11-12,MS,"Jackson, MS","Coahoma County, MS",28,27,103
11-12,MS,"Jackson, MS","Desoto County, MS",28,33,364
11-12,MS,"Jackson, MS","Hinds County, MS",28,49,497
11-12,MS,"Jackson, MS","Lauderdale County, MS",28,75,182
11-12,MS,"Jackson, MS","Leflore County, MS",28,83,117
11-12,MS,"Jackson, MS","Lowndes County, MS",28,87,129
11-12,MS,"Jackson, MS","Madison County, MS",28,89,741
11-12,MS,"Jackson, MS","Marshall County, MS",28,93,199
11-12,MS,"Jackson, MS","Pike County, MS",28,113,179
11-12,MS,"Jackson, MS","Warren County, MS",28,149,568
11-12,MS,"Jackson, MS","Washington County, MS",28,151,381
11-12,MT,"Great Falls-Billings, MT","Big Horn County, MT",30,3,256
11-12,MT,"Great Falls-Billings, MT","Blaine County, MT",30,5,99
11-12,MT,"Great Falls-Billings, MT","Cascade County, MT",30,13,528
11-12,MT,"Great Falls-Billings, MT","Custer County, MT",30,17,81
11-12,MT,"Great Falls-Billings, MT","Hill County, MT",30,41,133
11-12,MT,"Great Falls-Billings, MT","Park County, MT",30,67,69
11-12,MT,"Great Falls-Billings, MT","Rosebud County, MT",30,87,674
11-12,MT,"Great Falls-Billings, MT","Yellowstone County, MT",30,111,732
11-12,MT,"Helena, MT","Flathead County, MT",30,29,243
11-12,MT,"Helena, MT","Glacier County, MT",30,35,67
11-12,MT,"Helena, MT","Lewis And Clark County, MT",30,49,191
11-12,MT,"Helena, MT","Missoula County, MT",30,63,299
11-12,MT,"Helena, MT","Silver Bow County, MT",30,93,383
11-12,NC,"Charlotte, NC","Buncombe County, NC",37,21,200
11-12,NC,"Charlotte, NC","Forsyth County, NC",37,67,1048
11-12,NC,"Charlotte, NC","Gaston County, NC",37,71,195
11-12,NC,"Charlotte, NC","Guilford County, NC",37,81,1035
11-12,NC,"Charlotte, NC","Haywood County, NC",37,87,12
11-12,NC,"Charlotte, NC","Henderson County, NC",37,89,164
11-12,NC,"Charlotte, NC","Mecklenburg County, NC",37,119,4906
11-12,NC,"Charlotte, NC","Rowan County, NC",37,159,241
11-12,NC,"Raleigh, NC","Alamance County, NC",37,1,176
11-12,NC,"Raleigh, NC","Carteret County, NC",37,31,110
11-12,NC,"Raleigh, NC","Craven County, NC",37,49,242
11-12,NC,"Raleigh, NC","Cumberland County, NC",37,51,410
11-12,NC,"Raleigh, NC","Durham County, NC",37,63,367
11-12,NC,"Raleigh, NC","Moore County, NC",37,125,183
11-12,NC,"Raleigh, NC","Nash County, NC",37,127,113
11-12,NC,"Raleigh, NC","New Hanover County, NC",37,129,671
11-12,NC,"Raleigh, NC","Onslow County, NC",37,133,125
11-12,NC,"Raleigh, NC","Orange County, NC",37,135,405
11-12,NC,"Raleigh, NC","Pitt County, NC",37,147,635
11-12,NC,"Raleigh, NC","Wake County, NC",37,183,4614
11-12,NC,"Raleigh, NC","Wayne County, NC",37,191,239
11-12,ND,"Bismarck, ND","Burleigh County, ND",38,15,829
11-12,ND,"Bismarck, ND","Morton County, ND",38,59,270
11-12,ND,"Bismarck, ND","Sioux County, ND",38,85,73
11-12,ND,"Bismarck, ND","Stark County, ND",38,89,891
11-12,ND,"Bismarck, ND","Ward County, ND",38,101,531
11-12,ND,"Bismarck, ND","Williams County, ND",38,105,195
11-12,ND,"Fargo, ND","Barnes County, ND",38,3,58
11-12,ND,"Fargo, ND","Cass County, ND",38,17,892
11-12,ND,"Fargo, ND","Cavalier County, ND",38,19,80
11-12,ND,"Fargo, ND","Grand Forks County, ND",38,35,186
11-12,ND,"Fargo, ND","Pierce County, ND",38,69,67
11-12,ND,"Fargo, ND","Ramsey County, ND",38,71,127
11-12,ND,"Fargo, ND","Richland County, ND",38,77,135
11-12,ND,"Fargo, ND","Stutsman County, ND",38,93,249
11-12,NE,"Grand Island, NE","Box Butte County, NE",31,13,147
11-12,NE,"Grand Island, NE","Buffalo County, NE",31,19,327
11-12,NE,"Grand Island, NE","Greeley County, NE",31,77,91
11-12,NE,"Grand Island, NE","Keith County, NE",31,101,52
11-12,NE,"Grand Island, NE","Lincoln County, NE",31,111,463
11-12,NE,"Grand Island, NE","Scotts Bluff County, NE",31,157,112
11-12,NE,"Grand Island, NE","Valley County, NE",31,175,52
11-12,NE,"Lincoln, NE","Adams County, NE",31,1,477
11-12,NE,"Lincoln, NE","Butler County, NE",31,23,771
11-12,NE,"Lincoln, NE","Cass County, NE",31,25,185
11-12,NE,"Lincoln, NE","Douglas County, NE",31,55,378
11-12,NE,"Lincoln, NE","Gage County, NE",31,67,78
11-12,NE,"Lincoln, NE","Johnson County, NE",31,97,19
11-12,NE,"Lincoln, NE","Lancaster County, NE",31,109,4384
11-12,NE,"Lincoln, NE","Nuckolls County, NE",31,129,15
11-12,NE,"Lincoln, NE","Otoe County, NE",31,131,372
11-12,NE,"Lincoln, NE","Phelps County, NE",31,137,55
11-12,NE,"Lincoln, NE","Red Willow County, NE",31,145,169
11-12,NE,"Lincoln, NE","Richardson County, NE",31,147,231
11-12,NE,"Lincoln, NE","Saline County, NE",31,151,104
11-12,NE,"Lincoln, NE","Saunders County, NE",31,155,701
11-12,NE,"Lincoln, NE","Seward County, NE",31,159,95
11-12,NE,"Lincoln, NE","York County, NE",31,185,116
11-12,NE,"Omaha, NE","Antelope County, NE",31,3,150
11-12,NE,"Omaha, NE","Boone County, NE",31,11,97
11-12,NE,"Omaha, NE","Cedar County, NE",31,27,424
11-12,NE,"Omaha, NE","Colfax County, NE",31,37,90
11-12,NE,"Omaha, NE","Cuming County, NE",31,39,335
11-12,NE,"Omaha, NE","Dakota County, NE",31,43,169
11-12,NE,"Omaha, NE","Dodge County, NE",31,53,492
11-12,NE,"Omaha, NE","Douglas County, NE",31,55,13208
11-12,NE,"Omaha, NE","Holt County, NE",31,89,307
11-12,NE,"Omaha, NE","Knox County, NE",31,107,135
11-12,NE,"Omaha, NE","Madison County, NE",31,119,1147
11-12,NE,"Omaha, NE","Pierce County, NE",31,139,29
11-12,NE,"Omaha, NE","Platte County, NE",31,141,1403
11-12,NE,"Omaha, NE","Sarpy County, NE",31,153,1061
11-12,NE,"Omaha, NE","Thurston County, NE",31,173,116
11-12,NE,"Omaha, NE","Wayne County, NE",31,179,21
11-12,NH,"Manchester, NH","Belknap County, NH",33,1,150
11-12,NH,"Manchester, NH","Cheshire County, NH",33,5,260
11-12,NH,"Manchester, NH","Hillsborough County, NH",33,11,4330
11-12,NH,"Manchester, NH","Merrimack County, NH",33,13,591
11-12,NH,"Manchester, NH","Rockingham County, NH",33,15,762
11-12,NH,"Manchester, NH","Strafford County, NH",33,17,1148
11-12,NH,"Manchester, NH","Sullivan County, NH",33,19,114
11-12,NJ,"Camden, NJ","Atlantic County, NJ",34,1,3561
11-12,NJ,"Camden, NJ","Bergen County, NJ",34,3,839
11-12,NJ,"Camden, NJ","Camden County, NJ",34,7,7672
11-12,NJ,"Camden, NJ","Cape May County, NJ",34,9,590
11-12,NJ,"Camden, NJ","Cumberland County, NJ",34,11,623
11-12,NJ,"Camden, NJ","Gloucester County, NJ",34,15,2489
11-12,NJ,"Metuchen, NJ","Hunterdon County, NJ",34,19,590
11-12,NJ,"Metuchen, NJ","Middlesex County, NJ",34,23,5601
11-12,NJ,"Metuchen, NJ","Somerset County, NJ",34,35,2808
11-12,NJ,"Metuchen, NJ","Union County, NJ",34,39,177
11-12,NJ,"Metuchen, NJ","Warren County, NJ",34,41,376
11-12,NJ,"Newark, NJ","Bergen County, NJ",34,3,11220
11-12,NJ,"Newark, NJ","Essex County, NJ",34,13,7736
11-12,NJ,"Newark, NJ","Hudson County, NJ",34,17,6495
11-12,NJ,"Newark, NJ","Union County, NJ",34,39,6508
11-12,NJ,"Paterson, NJ","Bergen County, NJ",34,3,142
11-12,NJ,"Paterson, NJ","Morris County, NJ",34,27,6232
11-12,NJ,"Paterson, NJ","Passaic County, NJ",34,31,3106
11-12,NJ,"Paterson, NJ","Sussex County, NJ",34,37,1941
11-12,NJ,"Trenton, NJ","Burlington County, NJ",34,5,3249
11-12,NJ,"Trenton, NJ","Mercer County, NJ",34,21,4588
11-12,NJ,"Trenton, NJ","Monmouth County, NJ",34,25,8834
11-12,NJ,"Trenton, NJ","Ocean County, NJ",34,29,2509
